freq,ref_ind,kappa,alpha,epsilon_r,epsilon_i,ref_ind_S,kappa_S,alpha_S,alpha_max,epsilonS_r,epsilonS_i,delta_N,delta_A,H_measure_r,H_measure_i,H_calc_r,H_calc_i,T_measure,T_calc
+2.97997069e+011,+3.03882418e+000,-3.85477156e-003,-4.81170782e-001,+9.23443756e+000,-2.34279461e-002,+3.03907161e+000,-3.66512271e-003,-4.57814636e-001,+4.42610456e+001,+9.23594280e+000,-2.22771407e-002,+6.32605452e-004,+5.57217832e-002,+7.46847873e-001,-2.89258910e-001,+7.46847873e-001,-2.89258910e-001,+8.00907275e-001,+8.00907275e-001
+3.02882267e+011,+3.03919532e+000,-3.57029828e-003,-4.52967411e-001,+9.23669544e+000,-2.17016677e-002,+3.03925771e+000,-3.39128151e-003,-4.30553228e-001,+4.43024618e+001,+9.23707595e+000,-2.06139570e-002,+5.93262361e-004,+6.40754239e-002,+4.30495356e-001,-6.71310366e-001,+4.30495356e-001,-6.71310366e-001,+7.97485962e-001,+7.97485962e-001
+3.07767465e+011,+3.03951146e+000,-3.25880687e-003,-4.20116694e-001,+9.23861928e+000,-1.98103617e-002,+3.03941695e+000,-3.10697551e-003,-4.00820291e-001,+4.43501264e+001,+9.23804576e+000,-1.88867881e-002,+5.53402508e-004,+7.04465171e-002,-4.75885887e-002,-7.92106377e-001,-4.75885887e-002,-7.92106376e-001,+7.93534615e-001,+7.93534615e-001
+3.12652662e+011,+3.03974640e+000,-2.92367237e-003,-3.82894778e-001,+9.24004965e+000,-1.77744451e-002,+3.03954005e+000,-2.81413401e-003,-3.68804377e-001,+4.44020112e+001,+9.23879579e+000,-1.71073460e-002,+5.56259828e-004,+6.94941151e-002,-5.01577195e-001,-6.09175560e-001,-5.01577195e-001,-6.09175560e-001,+7.89097297e-001,+7.89097297e-001
+3.17537860e+011,+3.03988638e+000,-2.57450750e-003,-3.42435108e-001,+9.24090258e+000,-1.56524206e-002,+3.03962284e+000,-2.51784895e-003,-3.35130803e-001,+4.44548242e+001,+9.23930069e+000,-1.53066224e-002,+6.30583260e-004,+5.49557482e-002,-7.58976392e-001,-1.97758079e-001,-7.58976392e-001,-1.97758079e-001,+7.84317169e-001,+7.84317168e-001
+3.22423058e+011,+3.03993350e+000,-2.22493274e-003,-3.00491083e-001,+9.24119071e+000,-1.35272951e-002,+3.03966648e+000,-2.22456804e-003,-3.00649819e-001,+4.45054246e+001,+9.23956738e+000,-1.35238898e-002,+5.65179625e-004,+6.41827814e-002,-7.26549720e-001,+2.82130347e-001,-7.26549720e-001,+2.82130347e-001,+7.79404919e-001,+7.79404920e-001
+3.27308256e+011,+3.03990421e+000,-1.88953294e-003,-2.59059806e-001,+9.24101402e+000,-1.14879982e-002,+3.03967625e+000,-1.94037937e-003,-2.66215151e-001,+4.45521472e+001,+9.23962792e+000,-1.17962501e-002,+5.46145341e-004,+6.62125790e-002,-4.22325592e-001,+6.49334206e-001,-4.22325592e-001,+6.49334206e-001,+7.74592678e-001,+7.74592678e-001
+3.32193454e+011,+3.03982418e+000,-1.58080172e-003,-2.19966770e-001,+9.24052852e+000,-9.61071855e-003,+3.03965943e+000,-1.66978217e-003,-2.32509151e-001,+4.45957618e+001,+9.23952669e+000,-1.01511383e-002,+5.50679169e-004,+6.68902172e-002,+3.54297784e-002,+7.69270520e-001,+3.54297783e-002,+7.69270520e-001,+7.70085971e-001,+7.70085970e-001
+3.37078652e+011,+3.03972139e+000,-1.30640041e-003,-1.84457435e-001,+9.23990443e+000,-7.94218655e-003,+3.03962306e+000,-1.41522851e-003,-1.99961773e-001,+4.46398924e+001,+9.23930632e+000,-8.60352241e-003,+5.45113400e-004,+7.16604348e-002,+4.74592642e-001,+6.01287670e-001,+4.74592642e-001,+6.01287670e-001,+7.66018953e-001,+7.66018953e-001
+3.41963850e+011,+3.03961931e+000,-1.06727634e-003,-1.52878245e-001,+9.23928440e+000,-6.48822753e-003,+3.03957208e+000,-1.17748672e-003,-1.68781707e-001,+4.46906945e+001,+9.23899704e+000,-7.15811151e-003,+6.71224528e-004,+5.28833550e-002,+7.32622804e-001,+2.11069477e-001,+7.32622804e-001,+2.11069477e-001,+7.62421470e-001,+7.62421470e-001
+3.46849047e+011,+3.03953139e+000,-8.57653795e-004,-1.24606624e-001,+9.23875036e+000,-5.21373127e-003,+3.03950876e+000,-9.56581096e-004,-1.39075766e-001,+4.47555754e+001,+9.23861261e+000,-5.81507325e-003,+5.49769285e-004,+8.21323889e-002,+7.15281487e-001,-2.54517827e-001,+7.15281487e-001,-2.54517826e-001,+7.59214679e-001,+7.59214679e-001
+3.51734245e+011,+3.03945855e+000,-6.67725829e-004,-9.83787814e-002,+9.23830783e+000,-4.05904996e-003,+3.03943317e+000,-7.52857951e-004,-1.10998435e-001,+4.48409725e+001,+9.23815343e+000,-4.57652286e-003,+5.72857454e-004,+8.35597831e-002,+4.30930924e-001,-6.21460880e-001,+4.30930924e-001,-6.21460880e-001,+7.56250677e-001,+7.56250677e-001
+3.56619443e+011,+3.03939058e+000,-4.88529910e-004,-7.29767949e-002,+9.23789489e+000,-2.96966642e-003,+3.03934456e+000,-5.67727770e-004,-8.48661140e-002,+4.49497356e+001,+9.23761504e+000,-3.45104062e-003,+7.21619673e-004,+5.67233833e-002,-1.23682057e-002,-7.53289183e-001,-1.23682056e-002,-7.53289183e-001,+7.53390713e-001,+7.53390713e-001
+3.61504641e+011,+3.03931186e+000,-3.16721737e-004,-4.79601307e-002,+9.23741647e+000,-1.92523226e-003,+3.03924310e+000,-4.03813004e-004,-6.11904065e-002,+4.50791818e+001,+9.23699844e+000,-2.45457177e-003,+5.84239561e-004,+8.62842590e-002,-4.47550510e-001,-6.02559658e-001,-4.47550510e-001,-6.02559658e-001,+7.50586171e-001,+7.50586171e-001
+3.66389839e+011,+3.03920897e+000,-1.56524899e-004,-2.40223484e-002,+9.23679111e+000,-9.51423752e-004,+3.03913123e+000,-2.64474001e-004,-4.06177225e-002,+4.52208589e+001,+9.23631859e+000,-1.60754240e-003,+7.12183352e-004,+5.86768521e-002,-7.12236440e-001,-2.28248251e-001,-7.12236440e-001,-2.28248251e-001,+7.47915778e-001,+7.47915778e-001
+3.71275037e+011,+3.03907711e+000,-1.78769252e-005,-2.78020731e-003,+9.23598967e+000,-1.08658708e-004,+3.03901442e+000,-1.52881848e-004,-2.37925414e-002,+4.53622651e+001,+9.23560863e+000,-9.29220279e-004,+5.87541221e-004,+8.31100472e-002,-7.09800936e-001,+2.28124898e-001,-7.09800936e-001,+2.28124898e-001,+7.45559077e-001,+7.45559077e-001
+3.76160234e+011,+3.03892261e+000,+8.77936508e-005,+1.38332620e-002,+9.23505061e+000,+5.33596221e-004,+3.03889513e+000,-5.51631181e-005,-8.69782870e-003,+4.54897944e+001,+9.23488361e+000,-3.35269862e-004,+5.40359949e-004,+8.76492688e-002,-4.43761089e-001,+5.96830443e-001,-4.43761089e-001,+5.96830443e-001,+7.43727424e-001,+7.43727424e-001
+3.81045432e+011,+3.03876139e+000,+1.51825657e-004,+2.42331872e-002,+9.23407079e+000,+9.22723888e-004,+3.03877584e+000,+4.25556115e-005,+6.79708587e-003,+4.55917522e+001,+9.23415861e+000,+2.58633928e-004,+7.41434114e-004,+2.24733273e-002,-1.41914245e-002,+7.42455450e-001,-1.41914243e-002,+7.42455450e-001,+7.42591067e-001,+7.42591067e-001
+3.85930630e+011,+3.03861496e+000,+1.71174512e-004,+2.76717711e-002,+9.23318085e+000,+1.04026687e-003,+3.03870914e+000,+4.27584779e-005,+6.91704572e-003,+4.56605732e+001,+9.23375326e+000,+2.59861155e-004,+5.04124748e-004,+8.66801180e-002,+4.19943880e-001,+6.12003568e-001,+4.19943880e-001,+6.12003568e-001,+7.42227209e-001,+7.42227209e-001
+3.90815828e+011,+3.03850546e+000,+1.49644499e-004,+2.44974855e-002,+9.23251539e+000,+9.09391252e-004,+3.03866848e+000,+3.40043898e-005,+5.57052710e-003,+4.56939049e+001,+9.23350615e+000,+2.06656135e-004,+5.54011925e-004,+7.59434277e-002,+6.98058547e-001,+2.53296330e-001,+6.98058546e-001,+2.53296330e-001,+7.42593270e-001,+7.42593270e-001
+3.95701026e+011,+3.03845090e+000,+9.77730490e-005,+1.62059668e-002,+9.23218388e+000,+5.94157218e-004,+3.03866014e+000,+1.94566614e-005,+3.22719092e-003,+4.56945775e+001,+9.23345542e+000,+1.18244363e-004,+6.37305106e-004,+5.49523845e-002,+7.15676834e-001,-2.01571872e-001,+7.15676834e-001,-2.01571872e-001,+7.43521721e-001,+7.43521721e-001
+4.00586224e+011,+3.03846111e+000,+3.14235499e-005,+5.27278259e-003,+9.23224592e+000,+1.90958469e-004,+3.03868519e+000,+4.79775712e-006,+8.05607368e-004,+4.56695845e+001,+9.23360768e+000,+2.91577470e-005,+5.19053430e-004,+8.49445336e-002,+4.63660283e-001,-5.82797751e-001,+4.63660283e-001,-5.82797751e-001,+7.44737590e-001,+7.44737590e-001
+4.05471422e+011,+3.03853498e+000,-3.10594297e-005,-5.27524137e-003,+9.23269485e+000,-1.88750327e-004,+3.03874005e+000,-3.79426728e-006,-6.44877659e-004,+4.56282457e+001,+9.23394107e+000,-2.30595839e-005,+6.61340874e-004,+5.64394156e-002,+3.44457682e-002,-7.45108802e-001,+3.44457683e-002,-7.45108802e-001,+7.45904577e-001,+7.45904577e-001
+4.10356619e+011,+3.03866022e+000,-7.28925876e-005,-1.25294908e-002,+9.23345590e+000,-4.42991612e-004,+3.03881773e+000,-1.16316615e-006,-2.00074785e-004,+4.55798907e+001,+9.23441317e+000,-7.06929981e-006,+5.63919093e-004,+8.73631029e-002,-4.09838219e-001,-6.24173062e-001,-4.09838219e-001,-6.24173062e-001,+7.46698987e-001,+7.46698987e-001
+4.15241817e+011,+3.03881612e+000,-8.29363716e-005,-1.44256278e-002,+9.23440338e+000,-5.04056765e-004,+3.03890963e+000,+1.60476491e-005,+2.79319761e-003,+4.55316739e+001,+9.23497176e+000,+9.75347107e-005,+5.51113020e-004,+9.49203750e-002,-6.98561147e-001,-2.64308959e-001,-6.98561147e-001,-2.64308959e-001,+7.46891493e-001,+7.46891493e-001
+4.20127015e+011,+3.03897912e+000,-5.80207881e-005,-1.02106371e-002,+9.23539410e+000,-3.52647927e-004,+3.03900730e+000,+4.93485356e-005,+8.69048550e-003,+4.54872785e+001,+9.23556536e+000,+2.99941120e-004,+7.10017677e-004,+5.87012002e-002,-7.20024817e-001,+1.96667009e-001,-7.20024817e-001,+1.96667009e-001,+7.46400462e-001,+7.46400461e-001
+4.25012213e+011,+3.03912903e+000,-2.27498388e-006,-4.05012421e-004,+9.23630527e+000,-1.38279391e-005,+3.03910367e+000,+9.88682095e-005,+1.76135639e-002,+4.54470193e+001,+9.23615113e+000,+6.00941477e-004,+5.67880979e-004,+9.63526456e-002,-4.66347545e-001,+5.81355167e-001,-4.66347545e-001,+5.81355167e-001,+7.45287772e-001,+7.45287772e-001
+4.29897411e+011,+3.03925346e+000,+7.61493674e-005,+1.37125978e-002,+9.23706156e+000,+4.62874456e-004,+3.03919371e+000,+1.63998263e-004,+2.95524328e-002,+4.54092515e+001,+9.23669837e+000,+9.96844977e-004,+5.60729262e-004,+9.67662219e-002,-3.61051158e-002,+7.42823053e-001,-3.61051159e-002,+7.42823053e-001,+7.43699985e-001,+7.43699985e-001
+4.34782609e+011,+3.03934897e+000,+1.69159598e-004,+3.08075682e-002,+9.23764211e+000,+1.02827010e-003,+3.03927425e+000,+2.43902567e-004,+4.44506071e-002,+4.53724188e+001,+9.23718791e+000,+1.48257359e-003,+5.92070946e-004,+8.81930840e-002,+4.05410702e-001,+6.21202526e-001,+4.05410702e-001,+6.21202526e-001,+7.41788660e-001,+7.41788660e-001
+4.39667807e+011,+3.03941916e+000,+2.71688619e-004,+5.00362464e-002,+9.23806873e+000,+1.65155119e-003,+3.03934345e+000,+3.37701355e-004,+6.22367106e-002,+4.53368851e+001,+9.23760851e+000,+2.05278080e-003,+6.01602525e-004,+8.35785497e-002,+6.90543831e-001,+2.65009778e-001,+6.90543831e-001,+2.65009778e-001,+7.39649217e-001,+7.39649217e-001
+4.44553004e+011,+3.03947091e+000,+3.82579524e-004,+7.12416356e-002,+9.23838329e+000,+2.32567867e-003,+3.03940007e+000,+4.44322778e-004,+8.27963685e-002,+4.53059029e+001,+9.23795259e+000,+2.70094937e-003,+5.96735838e-004,+8.33260048e-002,+7.12664424e-001,-1.88999750e-001,+7.12664424e-001,-1.88999750e-001,+7.37300134e-001,+7.37300134e-001
+4.49438202e+011,+3.03951049e+000,+5.03497994e-004,+9.47886501e-002,+9.23862374e+000,+3.06077487e-003,+3.03944295e+000,+5.62183675e-004,+1.05910099e-001,+4.52854272e+001,+9.23821316e+000,+3.41745042e-003,+5.33542487e-004,+9.73870265e-002,+4.65511430e-001,-5.68407409e-001,+4.65511429e-001,-5.68407410e-001,+7.34702575e-001,+7.34702575e-001
+4.54323400e+011,+3.03954065e+000,+6.36627145e-004,+1.21154310e-001,+9.23880693e+000,+3.87010817e-003,+3.03947094e+000,+6.88941766e-004,+1.31200890e-001,+4.52828163e+001,+9.23838314e+000,+4.18803696e-003,+5.58815024e-004,+9.38160734e-002,+4.46800244e-002,-7.30441430e-001,+4.46800244e-002,-7.30441430e-001,+7.31806660e-001,+7.31806660e-001
+4.59208598e+011,+3.03955984e+000,+7.82176123e-004,+1.50453805e-001,+9.23892342e+000,+4.75494227e-003,+3.03948309e+000,+8.21516217e-004,+1.58130380e-001,+4.53047587e+001,+9.23845681e+000,+4.99396931e-003,+5.85751031e-004,+9.05413624e-002,-3.89318238e-001,-6.15868938e-001,-3.89318238e-001,-6.15868938e-001,+7.28603623e-001,+7.28603623e-001
+4.64093796e+011,+3.03956355e+000,+9.36808303e-004,+1.82114742e-001,+9.23894572e+000,+5.69497675e-003,+3.03947908e+000,+9.56430478e-004,+1.86057992e-001,+4.53550626e+001,+9.23843216e+000,+5.81410086e-003,+6.58990700e-004,+7.39622128e-002,-6.72701176e-001,-2.70796053e-001,-6.72701176e-001,-2.70796053e-001,+7.25160240e-001,+7.25160240e-001
+4.68978994e+011,+3.03954712e+000,+1.09382898e-003,+2.14877739e-001,+9.23884551e+000,+6.64948946e-003,+3.03945951e+000,+1.09036899e-003,+2.14346326e-001,+4.54331171e+001,+9.23831294e+000,+6.62826481e-003,+5.51459339e-004,+1.06197085e-001,-7.00747947e-001,+1.72286901e-001,-7.00747947e-001,+1.72286901e-001,+7.21616561e-001,+7.21616561e-001
+4.73864191e+011,+3.03950859e+000,+1.24517542e-003,+2.47157070e-001,+9.23861095e+000,+7.56944276e-003,+3.03942601e+000,+1.22073545e-003,+2.42473683e-001,+4.55336790e+001,+9.23810899e+000,+7.42067017e-003,+5.51471929e-004,+1.10162700e-001,-4.66256135e-001,+5.46202494e-001,-4.66256135e-001,+5.46202494e-001,+7.18144796e-001,+7.18144796e-001
+4.78749389e+011,+3.03945012e+000,+1.38423803e-003,+2.77592430e-001,+9.23825509e+000,+8.41464486e-003,+3.03938098e+000,+1.34599147e-003,+2.70109402e-001,+4.56480989e+001,+9.23783494e+000,+8.18196176e-003,+6.98702887e-004,+7.32447807e-002,-6.00525756e-002,+7.12362535e-001,-6.00525757e-002,+7.12362535e-001,+7.14889287e-001,+7.14889287e-001
+4.83634587e+011,+3.03937736e+000,+1.50807151e-003,+3.05511735e-001,+9.23781245e+000,+9.16719680e-003,+3.03932717e+000,+1.46563301e-003,+2.97119908e-001,+4.57664848e+001,+9.23750753e+000,+8.90907648e-003,+5.76642539e-004,+1.08992025e-001,+3.64757749e-001,+6.11374870e-001,+3.64757749e-001,+6.11374870e-001,+7.11918147e-001,+7.11918147e-001
+4.88519785e+011,+3.03929757e+000,+1.61799860e-003,+3.31092168e-001,+9.23732710e+000,+9.83515840e-003,+3.03926722e+000,+1.57979391e-003,+3.23498114e-001,+4.58799763e+001,+9.23714274e+000,+9.60283167e-003,+6.58866495e-004,+8.63571333e-002,+6.50120364e-001,+2.83407684e-001,+6.50120364e-001,+2.83407684e-001,+7.09208294e-001,+7.09208294e-001
+4.93404983e+011,+3.03921727e+000,+1.71851028e-003,+3.55176541e-001,+9.23683865e+000,+1.04458522e-002,+3.03920332e+000,+1.68860844e-003,+3.49238124e-001,+4.59824041e+001,+9.23675399e+000,+1.02640487e-002,+5.90855338e-004,+1.02691623e-001,+6.91050989e-001,-1.47738704e-001,+6.91050989e-001,-1.47738704e-001,+7.06666961e-001,+7.06666961e-001
+4.98290181e+011,+3.03914051e+000,+1.81503856e-003,+3.78840842e-001,+9.23637173e+000,+1.10323144e-002,+3.03913725e+000,+1.79156982e-003,+3.74201245e-001,+4.60709354e+001,+9.23635200e+000,+1.08896531e-002,+5.33159043e-004,+1.13154955e-001,+4.73989445e-001,-5.20770074e-001,+4.73989445e-001,-5.20770074e-001,+7.04178574e-001,+7.04178574e-001
+5.03175379e+011,+3.03906827e+000,+1.91141165e-003,+4.02867487e-001,+9.23593232e+000,+1.16178210e-002,+3.03907059e+000,+1.88714426e-003,+3.98028019e-001,+4.61456402e+001,+9.23594651e+000,+1.14703293e-002,+7.33570132e-004,+3.34460819e-002,+8.15845505e-002,-6.96901180e-001,+8.15845506e-002,-6.96901181e-001,+7.01660384e-001,+7.01660384e-001
+5.08060576e+011,+3.03899917e+000,+2.00780369e-003,+4.27292582e-001,+9.23551192e+000,+1.22034275e-002,+3.03900523e+000,+1.97282380e-003,+4.20138959e-001,+4.62081813e+001,+9.23554890e+000,+1.19908437e-002,+5.22105107e-004,+1.13237428e-001,-3.38470818e-001,-6.11711635e-001,-3.38470818e-001,-6.11711635e-001,+6.99109162e-001,+6.99109161e-001
+5.12945774e+011,+3.03893121e+000,+2.09992310e-003,+4.51194146e-001,+9.23509846e+000,+1.27630437e-002,+3.03894369e+000,+2.04565289e-003,+4.39837810e-001,+4.62600702e+001,+9.23517457e+000,+1.24332479e-002,+5.42482722e-004,+1.09698601e-001,-6.29230038e-001,-2.98916829e-001,-6.29230038e-001,-2.98916829e-001,+6.96621642e-001,+6.96621642e-001
+5.17830972e+011,+3.03886403e+000,+2.17992517e-003,+4.72844365e-001,+9.23468982e+000,+1.32489924e-002,+3.03888931e+000,+2.10310645e-003,+4.56497538e-001,+4.63011101e+001,+9.23484382e+000,+1.27822154e-002,+6.97685036e-004,+5.85850392e-002,-6.83354420e-001,+1.23230518e-001,-6.83354420e-001,+1.23230518e-001,+6.94376716e-001,+6.94376716e-001
+5.22716170e+011,+3.03880051e+000,+2.23893043e-003,+4.90224649e-001,+9.23430355e+000,+1.36073259e-002,+3.03884602e+000,+2.14408633e-003,+4.69783072e-001,+4.63286390e+001,+9.23458056e+000,+1.30310964e-002,+5.33025330e-004,+1.16675746e-001,-4.82326186e-001,+4.97020852e-001,-4.82326186e-001,+4.97020852e-001,+6.92580881e-001,+6.92580881e-001
+5.27601368e+011,+3.03874698e+000,+2.27028841e-003,+5.01736337e-001,+9.23397806e+000,+1.37976641e-002,+3.03881776e+000,+2.16976180e-003,+4.79851805e-001,+4.63379074e+001,+9.23440870e+000,+1.31870214e-002,+6.64113920e-004,+8.11744762e-002,-1.02029748e-001,+6.83825555e-001,-1.02029747e-001,+6.83825555e-001,+6.91395299e-001,+6.91395299e-001
+5.32486566e+011,+3.03871182e+000,+2.27237431e-003,+5.06847298e-001,+9.23376439e+000,+1.38101814e-002,+3.03880757e+000,+2.18399595e-003,+4.87471966e-001,+4.63234642e+001,+9.23434668e+000,+1.32734869e-002,+5.83828966e-004,+1.09422010e-001,+3.15812225e-001,+6.14463354e-001,+3.15812226e-001,+6.14463354e-001,+6.90870882e-001,+6.90870882e-001
+5.37371764e+011,+3.03870321e+000,+2.25002757e-003,+5.06467161e-001,+9.23371214e+000,+1.36743320e-002,+3.03881658e+000,+2.19315989e-003,+4.94008360e-001,+4.62810539e+001,+9.23440137e+000,+1.33292213e-002,+5.32964825e-004,+1.23003527e-001,+6.15274683e-001,+3.14317193e-001,+6.15274683e-001,+3.14317193e-001,+6.90911162e-001,+6.90911162e-001
+5.42256961e+011,+3.03872660e+000,+2.21439844e-003,+5.02978605e-001,+9.23385445e+000,+1.34579029e-002,+3.03884314e+000,+2.20524830e-003,+5.01247008e-001,+4.62094183e+001,+9.23456276e+000,+1.34028073e-002,+7.25480929e-004,+5.21073385e-002,+6.83243002e-001,-1.05033558e-001,+6.83243002e-001,-1.05033558e-001,+6.91269158e-001,+6.91269158e-001
+5.47142159e+011,+3.03878261e+000,+2.18139829e-003,+4.99946760e-001,+9.23419498e+000,+1.32575904e-002,+3.03888242e+000,+2.22838990e-003,+5.11070157e-001,+4.61115006e+001,+9.23480140e+000,+1.35436298e-002,+5.34497871e-004,+1.22894979e-001,+4.92382331e-001,-4.85631004e-001,+4.92382331e-001,-4.85631004e-001,+6.91576339e-001,+6.91576339e-001
+5.52027357e+011,+3.03886544e+000,+2.16896551e-003,+5.01535705e-001,+9.23469847e+000,+1.31823887e-002,+3.03892668e+000,+2.26907230e-003,+5.25046897e-001,+4.59947137e+001,+9.23507024e+000,+1.37910887e-002,+5.39582671e-004,+1.21584517e-001,+1.13824267e-001,-6.81968757e-001,+1.13824267e-001,-6.81968757e-001,+6.91402451e-001,+6.91402451e-001
+5.56912555e+011,+3.03896231e+000,+2.19327997e-003,+5.11646126e-001,+9.23528709e+000,+1.33305903e-002,+3.03896639e+000,+2.33057600e-003,+5.44050783e-001,+4.58700743e+001,+9.23531129e+000,+1.41650843e-002,+6.29802444e-004,+9.58422172e-002,-3.07759948e-001,-6.17949754e-001,-3.07759948e-001,-6.17949754e-001,+6.90346351e-001,+6.90346351e-001
+5.61797753e+011,+3.03905442e+000,+2.26434285e-003,+5.32857144e-001,+9.23584665e+000,+1.37629223e-002,+3.03899186e+000,+2.41211394e-003,+5.68024380e-001,+4.57501959e+001,+9.23546571e+000,+1.46607892e-002,+5.75879004e-004,+1.14500612e-001,-6.09943987e-001,-3.18617180e-001,-6.09943987e-001,-3.18617181e-001,+6.88148657e-001,+6.88148657e-001
+5.66682951e+011,+3.03912033e+000,+2.38211510e-003,+5.65446470e-001,+9.23624671e+000,+1.44790688e-002,+3.03899505e+000,+2.50895844e-003,+5.95967772e-001,+4.56464931e+001,+9.23548465e+000,+1.52494246e-002,+6.19842037e-004,+1.03594820e-001,-6.77600765e-001,+9.89969570e-002,-6.77600765e-001,+9.89969570e-002,+6.84794271e-001,+6.84794271e-001
+5.71568149e+011,+3.03914120e+000,+2.53509779e-003,+6.06947805e-001,+9.23637283e+000,+1.54090403e-002,+3.03897099e+000,+2.61350100e-003,+6.26152113e-001,+4.55664168e+001,+9.23533787e+000,+1.58847075e-002,+5.39012595e-004,+1.29121413e-001,-4.88599668e-001,+4.73733311e-001,-4.88599668e-001,+4.73733311e-001,+6.80553367e-001,+6.80553367e-001
+5.76453346e+011,+3.03910631e+000,+2.70278777e-003,+6.52626522e-001,+9.23615987e+000,+1.64281187e-002,+3.03891845e+000,+2.71689743e-003,+6.56487663e-001,+4.55117842e+001,+9.23501794e+000,+1.65128594e-002,+5.64692863e-004,+1.24589091e-001,-1.19660635e-001,+6.65246177e-001,-1.19660635e-001,+6.65246178e-001,+6.75922440e-001,+6.75922440e-001
+5.81338544e+011,+3.03901603e+000,+2.86151084e-003,+6.96807992e-001,+9.23561027e+000,+1.73923546e-002,+3.03883982e+000,+2.81082078e-003,+6.84938273e-001,+4.54789324e+001,+9.23453957e+000,+1.70832682e-002,+6.24986165e-004,+1.07346166e-001,+2.87749316e-001,+6.06700231e-001,+2.87749316e-001,+6.06700231e-001,+6.71479589e-001,+6.71479589e-001
+5.86223742e+011,+3.03888097e+000,+2.99107704e-003,+7.34479388e-001,+9.23478858e+000,+1.81790542e-002,+3.03874038e+000,+2.88888779e-003,+7.09877217e-001,+4.54606072e+001,+9.23393476e+000,+1.75571600e-002,+6.06910887e-004,+1.13593971e-001,+5.83143692e-001,+3.25260875e-001,+5.83143692e-001,+3.25260875e-001,+6.67720901e-001,+6.67720901e-001
+5.91108940e+011,+3.03871791e+000,+3.07939404e-003,+7.62467614e-001,+9.23379704e+000,+1.87148196e-002,+3.03862706e+000,+2.94747771e-003,+7.30309950e-001,+4.54487661e+001,+9.23324570e+000,+1.79125710e-002,+5.37376375e-004,+1.33436073e-001,+6.60985466e-001,-7.24932448e-002,+6.60985466e-001,-7.24932448e-002,+6.64948913e-001,+6.64948913e-001
+5.95994138e+011,+3.03854502e+000,+3.12376464e-003,+7.79846094e-001,+9.23274609e+000,+1.89833990e-002,+3.03850720e+000,+2.98584906e-003,+7.45931588e-001,+4.54372910e+001,+9.23251711e+000,+1.81450477e-002,+5.45343498e-004,+1.31813260e-001,+4.95640548e-001,-4.40714895e-001,+4.95640548e-001,-4.40714895e-001,+6.63241412e-001,+6.63241413e-001
+6.00879336e+011,+3.03837802e+000,+3.12944333e-003,+7.87667579e-001,+9.23173123e+000,+1.90168637e-002,+3.03838755e+000,+3.00563690e-003,+7.57029745e-001,+4.54238757e+001,+9.23178985e+000,+1.82645795e-002,+6.49961667e-004,+9.75042880e-002,+1.48643348e-001,-6.45593082e-001,+1.48643348e-001,-6.45593082e-001,+6.62484168e-001,+6.62484168e-001
+6.05764533e+011,+3.03822807e+000,+3.10677606e-003,+7.88319741e-001,+9.23082014e+000,+1.88781885e-002,+3.03827354e+000,+3.00995459e-003,+7.64280796e-001,+4.54106877e+001,+9.23109702e+000,+1.82901308e-002,+5.60425731e-004,+1.27708464e-001,-2.53039164e-001,-6.12203137e-001,-2.53039165e-001,-6.12203137e-001,+6.62436035e-001,+6.62436035e-001
+6.10649731e+011,+3.03810107e+000,+3.06797220e-003,+7.84751583e-001,+9.23004869e+000,+1.86416193e-002,+3.03816916e+000,+3.00240279e-003,+7.68511352e-001,+4.54036109e+001,+9.23046284e+000,+1.82436152e-002,+5.68289683e-004,+1.24458657e-001,-5.61625075e-001,-3.51974506e-001,-5.61625075e-001,-3.51974506e-001,+6.62803725e-001,+6.62803725e-001
+6.15534929e+011,+3.03799815e+000,+3.02407973e-003,+7.79712594e-001,+9.22942359e+000,+1.83742972e-002,+3.03807716e+000,+2.98627320e-003,+7.70497795e-001,+4.54100745e+001,+9.22990394e+000,+1.81450568e-002,+5.80647351e-004,+1.19017873e-001,-6.62119102e-001,+3.98115859e-002,-6.62119102e-001,+3.98115859e-002,+6.63314909e-001,+6.63314909e-001
+6.20420127e+011,+3.03791704e+000,+2.98261889e-003,+7.75125906e-001,+9.22893107e+000,+1.81218975e-002,+3.03799943e+000,+2.96412730e-003,+7.70853575e-001,+4.54359122e+001,+9.22943177e+000,+1.80100341e-002,+5.31867726e-004,+1.31839198e-001,-5.15835328e-001,+4.17751952e-001,-5.15835328e-001,+4.17751952e-001,+6.63779164e-001,+6.63779164e-001
+6.25305325e+011,+3.03785429e+000,+2.94647134e-003,+7.71761230e-001,+9.22854999e+000,+1.79019012e-002,+3.03793738e+000,+2.93777856e-003,+7.70017057e-001,+4.54823221e+001,+9.22905492e+000,+1.78495747e-002,+6.73992249e-004,+7.21178278e-002,-1.76335409e-001,+6.40282432e-001,-1.76335409e-001,+6.40282431e-001,+6.64120297e-001,+6.64120297e-001
+6.30190523e+011,+3.03780739e+000,+2.91446842e-003,+7.69342689e-001,+9.22826523e+000,+1.77071874e-002,+3.03789217e+000,+2.90857369e-003,+7.68318164e-001,+4.55443043e+001,+9.22878036e+000,+1.76718665e-002,+5.08912447e-004,+1.35023304e-001,+2.29793793e-001,+6.23359240e-001,+2.29793793e-001,+6.23359240e-001,+6.64365810e-001,+6.64365810e-001
