freq,ref_ind,kappa,alpha,epsilon_r,epsilon_i,ref_ind_S,kappa_S,alpha_S,alpha_max,epsilonS_r,epsilonS_i,delta_N,delta_A,H_measure_r,H_measure_i,H_calc_r,H_calc_i,T_measure,T_calc
+1.30923302e+012,+3.04434849e+000,+3.52623374e-003,+1.93382272e+000,+9.26804532e+000,+2.14701688e-002,+3.04437035e+000,+3.50326992e-003,+1.92255916e+000,+4.30090276e+001,+9.26817856e+000,+2.13305022e-002,+6.39211833e-004,+1.98294212e-001,-2.03192856e-001,+5.19196380e-001,-2.03192856e-001,+5.19196380e-001,+5.57541225e-001,+5.57541225e-001
+1.31411822e+012,+3.04442191e+000,+3.53837872e-003,+1.94772376e+000,+9.26849223e+000,+2.15446354e-002,+3.04445391e+000,+3.52237232e-003,+1.94025521e+000,+4.29247555e+001,+9.26868719e+000,+2.14474004e-002,+5.41840055e-004,+2.72734498e-001,+1.42368744e-001,+5.37852744e-001,+1.42368744e-001,+5.37852744e-001,+5.56376162e-001,+5.56376162e-001
+1.31900342e+012,+3.04450661e+000,+3.54637325e-003,+1.95938136e+000,+9.26900790e+000,+2.15939136e-002,+3.04454265e+000,+3.54169821e-003,+1.95815305e+000,+4.28273786e+001,+9.26922740e+000,+2.15657025e-002,+5.10549060e-004,+2.90734391e-001,+4.32123446e-001,+3.48908626e-001,+4.32123446e-001,+3.48908626e-001,+5.55398868e-001,+5.55398868e-001
+1.32388862e+012,+3.04460289e+000,+3.55518710e-003,+1.97152605e+000,+9.26959412e+000,+2.16482659e-002,+3.04463557e+000,+3.56252758e-003,+1.97696438e+000,+4.27230278e+001,+9.26979308e+000,+2.16931964e-002,+7.25133097e-004,+5.41682044e-002,+5.53809018e-001,+2.51948508e-002,+5.53809018e-001,+2.51948508e-002,+5.54381825e-001,+5.54381825e-001
+1.32877382e+012,+3.04470842e+000,+3.56908813e-003,+1.98653830e+000,+9.27023661e+000,+2.17336654e-002,+3.04473085e+000,+3.58572758e-003,+1.99718141e+000,+4.26188700e+001,+9.27037307e+000,+2.18351507e-002,+5.05435592e-004,+2.93876745e-001,+4.59876266e-001,-3.07351439e-001,+4.59876266e-001,-3.07351439e-001,+5.53128455e-001,+5.53128454e-001
+1.33365901e+012,+3.04481884e+000,+3.59057880e-003,+2.00584733e+000,+9.27090885e+000,+2.18653239e-002,+3.04482606e+000,+3.61153524e-003,+2.01895120e+000,+4.25218207e+001,+9.27095270e+000,+2.19929932e-002,+5.61535890e-004,+2.60848237e-001,+1.87326471e-001,-5.18735216e-001,+1.87326471e-001,-5.18735216e-001,+5.51522829e-001,+5.51522829e-001
+1.33854421e+012,+3.04492881e+000,+3.61992989e-003,+2.02965157e+000,+9.27157833e+000,+2.20448576e-002,+3.04491857e+000,+3.63950451e-003,+2.04203952e+000,+4.24373793e+001,+9.27151587e+000,+2.21639898e-002,+6.42377352e-004,+1.94812021e-001,-1.56393476e-001,-5.26828919e-001,-1.56393476e-001,-5.26828919e-001,+5.49552208e-001,+5.49552208e-001
+1.34342941e+012,+3.04503306e+000,+3.65537652e-003,+2.05700610e+000,+9.27221295e+000,+2.22614847e-002,+3.04500586e+000,+3.66859172e-003,+2.06587193e+000,+4.23688864e+001,+9.27204723e+000,+2.23417666e-002,+5.21215759e-004,+2.88765540e-001,-4.36515609e-001,-3.30135791e-001,-4.36515609e-001,-3.30135791e-001,+5.47298381e-001,+5.47298381e-001
+1.34831461e+012,+3.04512723e+000,+3.69381644e-003,+2.08619624e+000,+9.27278618e+000,+2.24962820e-002,+3.04508586e+000,+3.69732832e-003,+2.08962530e+000,+4.23173489e+001,+9.27253425e+000,+2.25173644e-002,+6.77797214e-004,+1.57951444e-001,-5.44854634e-001,-7.41215018e-003,-5.44854634e-001,-7.41215012e-003,+5.44905049e-001,+5.44905049e-001
+1.35319980e+012,+3.04520832e+000,+3.73168194e-003,+2.11521811e+000,+9.27327977e+000,+2.27274978e-002,+3.04515726e+000,+3.72403137e-003,+2.11234290e+000,+4.22817735e+001,+9.27296890e+000,+2.26805224e-002,+5.23000170e-004,+2.93813049e-001,-4.41791688e-001,+3.14907164e-001,-4.41791688e-001,+3.14907164e-001,+5.42537020e-001,+5.42537020e-001
+1.35808500e+012,+3.04527484e+000,+3.76565280e-003,+2.14217940e+000,+9.27368468e+000,+2.29348955e-002,+3.04521971e+000,+3.74702126e-003,+2.13305607e+000,+4.22597901e+001,+9.27334905e+000,+2.28210060e-002,+5.14073479e-004,+3.02814936e-001,-1.69902620e-001,+5.12940665e-001,-1.69902620e-001,+5.12940665e-001,+5.40347135e-001,+5.40347135e-001
+1.36297020e+012,+3.04532683e+000,+3.79303822e-003,+2.16551995e+000,+9.27400109e+000,+2.31020821e-002,+3.04527395e+000,+3.76483740e-003,+2.15090756e+000,+4.22483149e+001,+9.27367924e+000,+2.29299225e-002,+6.78556972e-004,+1.73818427e-001,+1.64577947e-001,+5.12691107e-001,+1.64577947e-001,+5.12691107e-001,+5.38458979e-001,+5.38458979e-001
+1.36785540e+012,+3.04536584e+000,+3.81186749e-003,+2.18407020e+000,+9.27423856e+000,+2.32170620e-002,+3.04532182e+000,+3.77645263e-003,+2.16527665e+000,+4.22440900e+001,+9.27397071e+000,+2.30010272e-002,+5.52221814e-004,+2.88543818e-001,+4.33633494e-001,+3.16688373e-001,+4.33633494e-001,+3.16688373e-001,+5.36963251e-001,+5.36963251e-001
+1.37274060e+012,+3.04539503e+000,+3.82086822e-003,+2.19704598e+000,+9.27441630e+000,+2.32721062e-002,+3.04536612e+000,+3.78147854e-003,+2.17590173e+000,+4.22440524e+001,+9.27424049e+000,+2.30319732e-002,+5.70509037e-004,+2.79665646e-001,+5.35917997e-001,+1.18136491e-003,+5.35917997e-001,+1.18136484e-003,+5.35919299e-001,+5.35919299e-001
+1.37762579e+012,+3.04541909e+000,+3.81952055e-003,+2.20408697e+000,+9.27456286e+000,+2.32640816e-002,+3.04541028e+000,+3.78033313e-003,+2.18298373e+000,+4.22455693e+001,+9.27450951e+000,+2.30253308e-002,+5.61200313e-004,+2.87275171e-001,+4.33853773e-001,-3.13645787e-001,+4.33853773e-001,-3.13645787e-001,+5.35352945e-001,+5.35352945e-001
+1.38251099e+012,+3.04544394e+000,+3.80827686e-003,+2.20539160e+000,+9.27471427e+000,+2.31957874e-002,+3.04545792e+000,+3.77432140e-003,+2.18724098e+000,+4.22465951e+001,+9.27479972e+000,+2.29890741e-002,+5.70989511e-004,+2.80256246e-001,+1.66646144e-001,-5.08642920e-001,+1.66646144e-001,-5.08642920e-001,+5.35246259e-001,+5.35246259e-001
+1.38739619e+012,+3.04547605e+000,+3.78888598e-003,+2.20191547e+000,+9.27491001e+000,+2.30779230e-002,+3.04551227e+000,+3.76557524e-003,+2.18988339e+000,+4.22457721e+001,+9.27513079e+000,+2.29362112e-002,+6.32409179e-004,+2.28721747e-001,-1.64527518e-001,-5.09621746e-001,-1.64527518e-001,-5.09621746e-001,+5.35521827e-001,+5.35521827e-001
+1.39228139e+012,+3.04552146e+000,+3.76462930e-003,+2.19552226e+000,+9.27518677e+000,+2.29305186e-002,+3.04557565e+000,+3.75682134e-003,+2.19248545e+000,+4.22424558e+001,+9.27551695e+000,+2.28833672e-002,+5.49311527e-004,+2.89614067e-001,-4.33616245e-001,-3.15127532e-001,-4.33616245e-001,-3.15127532e-001,+5.36030231e-001,+5.36030231e-001
+1.39716659e+012,+3.04558454e+000,+3.74022984e-003,+2.18894622e+000,+9.27557120e+000,+2.27823724e-002,+3.04564916e+000,+3.75099271e-003,+2.19676486e+000,+4.22366140e+001,+9.27596472e+000,+2.28484156e-002,+5.23580668e-004,+3.03042182e-001,-5.36549484e-001,+1.71335204e-003,-5.36549484e-001,+1.71335204e-003,+5.36552219e-001,+5.36552219e-001
+1.40205178e+012,+3.04566699e+000,+3.72127275e-003,+2.18546656e+000,+9.27607359e+000,+2.26675152e-002,+3.04573247e+000,+3.75075447e-003,+2.20430583e+000,+4.22285700e+001,+9.27647220e+000,+2.28475893e-002,+5.53641969e-004,+2.82521137e-001,-4.31679658e-001,+3.19112763e-001,-4.31679658e-001,+3.19112763e-001,+5.36824257e-001,+5.36824257e-001
+1.40693698e+012,+3.04576729e+000,+3.71316531e-003,+2.18830342e+000,+9.27668462e+000,+2.26188749e-002,+3.04582405e+000,+3.75805522e-003,+2.21629192e+000,+4.22186139e+001,+9.27703000e+000,+2.28927499e-002,+6.43032277e-004,+2.06043965e-001,-1.58170436e-001,+5.12745847e-001,-1.58170436e-001,+5.12745847e-001,+5.36587542e-001,+5.36587543e-001
+1.41182218e+012,+3.04588092e+000,+3.71989305e-003,+2.19988037e+000,+9.27737675e+000,+2.26607026e-002,+3.04592153e+000,+3.77382225e-003,+2.23331818e+000,+4.22065825e+001,+9.27762375e+000,+2.29895329e-002,+5.31110014e-004,+2.97631110e-001,+1.77129871e-001,+5.05514345e-001,+1.77129871e-001,+5.05514345e-001,+5.35648900e-001,+5.35648900e-001
+1.41670738e+012,+3.04600141e+000,+3.74298332e-003,+2.22119484e+000,+9.27811060e+000,+2.28022649e-002,+3.04602230e+000,+3.79788442e-003,+2.25533500e+000,+4.21915663e+001,+9.27823740e+000,+2.31368812e-002,+5.35404717e-004,+2.95709567e-001,+4.41621207e-001,+3.00091751e-001,+4.41621207e-001,+3.00091751e-001,+5.33932907e-001,+5.33932907e-001
+1.42159257e+012,+3.04612193e+000,+3.78107562e-003,+2.25153716e+000,+9.27884451e+000,+2.30352347e-002,+3.04612395e+000,+3.82914136e-003,+2.28173764e+000,+4.21718881e+001,+9.27885645e+000,+2.33280784e-002,+6.23565826e-004,+2.26037454e-001,+5.31075906e-001,-2.13299090e-002,+5.31075906e-001,-2.13299090e-002,+5.31504076e-001,+5.31504076e-001
+1.42647777e+012,+3.04623691e+000,+3.83030438e-003,+2.28868965e+000,+9.27954461e+000,+2.33360291e-002,+3.04622475e+000,+3.86592211e-003,+2.31157117e+000,+4.21454151e+001,+9.27947028e+000,+2.35529352e-002,+5.23431173e-004,+3.01241863e-001,+4.12075309e-001,-3.30993861e-001,+4.12075309e-001,-3.30993861e-001,+5.28548007e-001,+5.28548007e-001
+1.43136297e+012,+3.04634326e+000,+3.88540411e-003,+2.32956366e+000,+9.28019216e+000,+2.36725493e-002,+3.04632373e+000,+3.90641747e-003,+2.34378404e+000,+4.21101345e+001,+9.28007301e+000,+2.38004245e-002,+6.65052587e-004,+1.66075791e-001,+1.34144727e-001,-5.07900286e-001,+1.34144726e-001,-5.07900286e-001,+5.25316579e-001,+5.25316579e-001
+1.43624817e+012,+3.04644079e+000,+3.94118141e-003,+2.37107080e+000,+9.28078593e+000,+2.40131516e-002,+3.04642059e+000,+3.94904989e-003,+2.37744933e+000,+4.20648135e+001,+9.28066283e+000,+2.40609338e-002,+5.23908726e-004,+2.89856784e-001,-1.92145146e-001,-4.85410075e-001,-1.92145146e-001,-4.85410075e-001,+5.22056221e-001,+5.22056221e-001
+1.44113337e+012,+3.04653164e+000,+3.99386606e-003,+2.41093931e+000,+9.28133907e+000,+2.43348786e-002,+3.04651543e+000,+3.99267228e-003,+2.41188724e+000,+4.20095191e+001,+9.28124034e+000,+2.43274755e-002,+4.84794305e-004,+3.06022393e-001,-4.39874187e-001,-2.75342412e-001,-4.39874187e-001,-2.75342412e-001,+5.18943874e-001,+5.18943874e-001
+1.44601856e+012,+3.04661914e+000,+4.04189324e-003,+2.44820238e+000,+9.28187186e+000,+2.46282186e-002,+3.04660842e+000,+4.03655416e-003,+2.44666108e+000,+4.19458104e+001,+9.28180657e+000,+2.45955998e-002,+6.84923821e-004,+5.70798387e-002,-5.14598490e-001,+3.86978220e-002,-5.14598490e-001,+3.86978219e-002,+5.16051477e-001,+5.16051477e-001
+1.45090376e+012,+3.04670633e+000,+4.08586007e-003,+2.48319431e+000,+9.28240276e+000,+2.48968314e-002,+3.04669954e+000,+4.08019527e-003,+2.48146821e+000,+4.18765130e+001,+9.28236143e+000,+2.48622581e-002,+4.80111115e-004,+2.96598565e-001,-3.89495336e-001,+3.34396794e-001,-3.89495336e-001,+3.34396794e-001,+5.13349621e-001,+5.13349621e-001
+1.45578896e+012,+3.04679475e+000,+4.12768932e-003,+2.51706269e+000,+9.28294124e+000,+2.51524443e-002,+3.04678852e+000,+4.12307077e-003,+2.51598688e+000,+4.18051237e+001,+9.28290326e+000,+2.51242493e-002,+5.31547601e-004,+2.60389959e-001,-1.14860755e-001,+4.97664713e-001,-1.14860755e-001,+4.97664713e-001,+5.10747648e-001,+5.10747648e-001
+1.46067416e+012,+3.04688401e+000,+4.16933536e-003,+2.55099016e+000,+9.28348481e+000,+2.54069625e-002,+3.04687491e+000,+4.16443203e-003,+2.54975402e+000,+4.17350238e+001,+9.28342937e+000,+2.53770069e-002,+5.74344387e-004,+2.26666535e-001,+2.01548494e-001,+4.66475078e-001,+2.01548494e-001,+4.66475078e-001,+5.08154301e-001,+5.08154301e-001
+1.46555936e+012,+3.04697211e+000,+4.21156424e-003,+2.58544588e+000,+9.28402127e+000,+2.56650375e-002,+3.04695831e+000,+4.20325759e-003,+2.58213283e+000,+4.16687678e+001,+9.28393726e+000,+2.56143013e-002,+4.99476307e-004,+2.91136390e-001,+4.36602434e-001,+2.54839576e-001,+4.36602434e-001,+2.54839576e-001,+5.05534267e-001,+5.05534267e-001
+1.47044455e+012,+3.04705647e+000,+4.25332249e-003,+2.61978454e+000,+9.28453502e+000,+2.59202276e-002,+3.04703855e+000,+4.23838322e-003,+2.61239014e+000,+4.16076958e+001,+9.28442595e+000,+2.58290341e-002,+6.31313489e-004,+1.81041181e-001,+5.00114672e-001,-5.32052742e-002,+5.00114672e-001,-5.32052742e-002,+5.02936861e-001,+5.02936861e-001
+1.47532975e+012,+3.04713519e+000,+4.29195572e-003,+2.65236289e+000,+9.28501443e+000,+2.61563386e-002,+3.04711584e+000,+4.26876636e-003,+2.63985849e+000,+4.15519889e+001,+9.28489672e+000,+2.60148512e-002,+4.96352819e-004,+3.10505277e-001,+3.69644951e-001,-3.37413543e-001,+3.69644951e-001,-3.37413543e-001,+5.00485053e-001,+5.00485054e-001
+1.48021495e+012,+3.04720787e+000,+4.32416578e-003,+2.68111678e+000,+9.28545711e+000,+2.63532640e-002,+3.04719074e+000,+4.29378555e-003,+2.66412315e+000,+4.15011025e+001,+9.28535298e+000,+2.61679672e-002,+5.08744514e-004,+3.13589175e-001,+9.78332309e-002,-4.88632973e-001,+9.78332310e-002,-4.88632973e-001,+4.98330737e-001,+4.98330737e-001
+1.48510015e+012,+3.04727584e+000,+4.34729160e-003,+2.70435140e+000,+9.28587116e+000,+2.64947933e-002,+3.04726401e+000,+4.31345886e-003,+2.68516243e+000,+4.14543660e+001,+9.28579932e+000,+2.62884959e-002,+6.10938532e-004,+2.46750231e-001,-2.09427567e-001,-4.50275066e-001,-2.09427567e-001,-4.50275066e-001,+4.96595954e-001,+4.96595954e-001
+1.48998534e+012,+3.04734162e+000,+4.36040042e-003,+2.72142881e+000,+9.28627197e+000,+2.65752594e-002,+3.04733634e+000,+4.32849150e-003,+2.70338392e+000,+4.14114987e+001,+9.28624003e+000,+2.63807389e-002,+5.81946317e-004,+2.82691197e-001,-4.34055146e-001,-2.38624059e-001,-4.34055147e-001,-2.38624059e-001,+4.95323441e-001,+4.95323441e-001
+1.49487054e+012,+3.04740798e+000,+4.36478610e-003,+2.73309771e+000,+9.28667636e+000,+2.66025680e-002,+3.04740818e+000,+4.34012357e-003,+2.71953617e+000,+4.13728564e+001,+9.28667777e+000,+2.64522561e-002,+5.75358980e-004,+2.93452396e-001,-4.90266846e-001,+6.42124346e-002,-4.90266846e-001,+6.42124347e-002,+4.94454060e-001,+4.94454060e-001
+1.49975574e+012,+3.04747687e+000,+4.36370433e-003,+2.74134982e+000,+9.28709624e+000,+2.65965761e-002,+3.04747962e+000,+4.34982394e-003,+2.73452169e+000,+4.13393377e+001,+9.28711309e+000,+2.65119996e-002,+5.23436089e-004,+3.29770296e-001,-3.56792720e-001,+3.41431232e-001,-3.56792720e-001,+3.41431232e-001,+4.93838365e-001,+4.93838365e-001
+1.50464094e+012,+3.04754871e+000,+4.36143245e-003,+2.74884742e+000,+9.28753413e+000,+2.65833557e-002,+3.04755047e+000,+4.35893886e-003,+2.74917770e+000,+4.13119933e+001,+9.28754485e+000,+2.65681723e-002,+5.63838920e-004,+2.97799083e-001,-8.53528861e-002,+4.85838379e-001,-8.53528862e-002,+4.85838380e-001,+4.93278873e-001,+4.93278873e-001
+1.50952614e+012,+3.04762227e+000,+4.36196323e-003,+2.75810787e+000,+9.28798246e+000,+2.65872326e-002,+3.04762053e+000,+4.36842877e-003,+2.76410831e+000,+4.12914773e+001,+9.28797184e+000,+2.66266265e-002,+5.71924901e-004,+2.83771091e-001,+2.18590467e-001,+4.41432965e-001,+2.18590467e-001,+4.41432965e-001,+4.92589946e-001,+4.92589946e-001
+1.51441133e+012,+3.04769523e+000,+4.36778341e-003,+2.77072584e+000,+9.28842714e+000,+2.66233453e-002,+3.04768992e+000,+4.37879950e-003,+2.77963692e+000,+4.12775346e+001,+9.28839468e+000,+2.66904462e-002,+5.90802527e-004,+2.57814817e-001,+4.36700816e-001,+2.25869536e-001,+4.36700816e-001,+2.25869536e-001,+4.91655011e-001,+4.91655011e-001
+1.51929653e+012,+3.04776536e+000,+4.37920155e-003,+2.78693019e+000,+9.28885450e+000,+2.66935576e-002,+3.04775928e+000,+4.39025993e-003,+2.79590198e+000,+4.12687315e+001,+9.28881735e+000,+2.67609109e-002,+4.95219474e-004,+3.21294472e-001,+4.84493226e-001,-7.62640810e-002,+4.84493226e-001,-7.62640811e-002,+4.90458863e-001,+4.90458863e-001
+1.52418173e+012,+3.04783176e+000,+4.39453512e-003,+2.80568106e+000,+9.28925914e+000,+2.67876074e-002,+3.04782986e+000,+4.40304217e-003,+2.81305846e+000,+4.12625725e+001,+9.28924750e+000,+2.68394468e-002,+4.92926159e-004,+3.15253104e-001,+3.44489353e-001,-3.47168416e-001,+3.44489353e-001,-3.47168416e-001,+4.89079568e-001,+4.89079568e-001
+1.52906693e+012,+3.04789582e+000,+4.41115705e-003,+2.82531987e+000,+9.28964946e+000,+2.68894943e-002,+3.04790330e+000,+4.41773916e-003,+2.83149452e+000,+4.12560117e+001,+9.28969503e+000,+2.69296835e-002,+6.30071092e-004,+1.79542898e-001,+7.21808671e-002,-4.82267832e-001,+7.21808670e-002,-4.82267832e-001,+4.87639559e-001,+4.87639559e-001
+1.53395213e+012,+3.04796120e+000,+4.42704034e-003,+2.84455211e+000,+9.29004786e+000,+2.69868944e-002,+3.04798113e+000,+4.43548611e-003,+2.85195186e+000,+4.12462075e+001,+9.29016928e+000,+2.70385559e-002,+4.87614436e-004,+3.09331847e-001,-2.26495720e-001,-4.30258608e-001,-2.26495721e-001,-4.30258608e-001,+4.86233258e-001,+4.86233258e-001
+1.53883732e+012,+3.04803288e+000,+4.44217757e-003,+2.86336845e+000,+9.29048472e+000,+2.70798066e-002,+3.04806421e+000,+4.45785545e-003,+2.87546347e+000,+4.12312440e+001,+9.29067557e+000,+2.71756593e-002,+5.40932134e-004,+2.71807300e-001,-4.36070002e-001,-2.11973643e-001,-4.36070002e-001,-2.11973643e-001,+4.84860672e-001,+4.84860672e-001
+1.54372252e+012,+3.04811536e+000,+4.45922126e-003,+2.88347952e+000,+9.29098737e+000,+2.71844417e-002,+3.04815233e+000,+4.48644273e-003,+2.90309020e+000,+4.12105180e+001,+9.29121249e+000,+2.73507217e-002,+5.74976373e-004,+2.49311586e-001,-4.75378936e-001,+8.76810465e-002,-4.75378936e-001,+8.76810465e-002,+4.83397454e-001,+4.83397454e-001
+1.54860772e+012,+3.04821065e+000,+4.48292844e-003,+2.90798281e+000,+9.29156807e+000,+2.73298204e-002,+3.04824401e+000,+4.52225477e-003,+2.93552380e+000,+4.11845825e+001,+9.29177110e+000,+2.75698720e-002,+4.94026806e-004,+3.24380789e-001,-3.29083145e-001,+3.51657678e-001,-3.29083145e-001,+3.51657678e-001,+4.81621054e-001,+4.81621054e-001
+1.55349292e+012,+3.04831693e+000,+4.51844295e-003,+2.94026646e+000,+9.29221567e+000,+2.75472923e-002,+3.04833684e+000,+4.56511553e-003,+2.97269403e+000,+4.11544356e+001,+9.29233663e+000,+2.78320197e-002,+6.87491906e-004,+1.26384465e-001,-5.49826518e-002,+4.76127950e-001,-5.49826518e-002,+4.76127950e-001,+4.79292100e-001,+4.79292100e-001
+1.55837811e+012,+3.04842847e+000,+4.56896561e-003,+2.98249235e+000,+9.29289526e+000,+2.78563297e-002,+3.04842807e+000,+4.61333401e-003,+3.01353958e+000,+4.11204968e+001,+9.29289241e+000,+2.81268338e-002,+5.12588156e-004,+3.34210203e-001,+2.37838711e-001,+4.12627149e-001,+2.37838711e-001,+4.12627149e-001,+4.76265070e-001,+4.76265070e-001
+1.56326331e+012,+3.04853714e+000,+4.63373098e-003,+3.03425140e+000,+9.29355722e+000,+2.82522020e-002,+3.04851549e+000,+4.66381551e-003,+3.05606551e+000,+4.10817157e+001,+9.29342493e+000,+2.84354276e-002,+5.03214383e-004,+3.47183497e-001,+4.33364884e-001,+1.88492657e-001,+4.33364884e-001,+1.88492657e-001,+4.72582907e-001,+4.72582907e-001
+1.56814851e+012,+3.04863500e+000,+4.70721561e-003,+3.09200288e+000,+9.29415318e+000,+2.87011645e-002,+3.04859814e+000,+4.71266160e-003,+3.09772318e+000,+4.10352836e+001,+9.29392840e+000,+2.87340227e-002,+6.98666918e-004,+1.47210319e-001,+4.56556644e-001,-1.05154707e-001,+4.56556644e-001,-1.05154707e-001,+4.68509852e-001,+4.68509852e-001
+1.57303371e+012,+3.04871712e+000,+4.78007539e-003,+3.14964339e+000,+9.29465324e+000,+2.91461954e-002,+3.04867670e+000,+4.75613612e-003,+3.13603908e+000,+4.09771994e+001,+9.29440698e+000,+2.89998427e-002,+5.27005929e-004,+3.36690848e-001,+3.02507218e-001,-3.52465345e-001,+3.02507218e-001,-3.52465345e-001,+4.64480824e-001,+4.64480824e-001
+1.57791891e+012,+3.04878363e+000,+4.84163777e-003,+3.20011498e+000,+9.29505815e+000,+2.95222119e-002,+3.04875331e+000,+4.79172636e-003,+3.16931824e+000,+4.09035795e+001,+9.29487378e+000,+2.92175832e-002,+5.83703779e-004,+2.91973485e-001,+3.48219608e-002,-4.59664691e-001,+3.48219609e-002,-4.59664691e-001,+4.60981775e-001,+4.60981775e-001
+1.58280410e+012,+3.04884001e+000,+4.88318644e-003,+3.23756937e+000,+9.29540155e+000,+2.97761084e-002,+3.04883086e+000,+4.81894862e-003,+3.19719132e+000,+4.08122905e+001,+9.29534642e+000,+2.93843186e-002,+5.60488808e-004,+3.08575964e-001,-2.42365090e-001,-3.89090309e-001,-2.42365090e-001,-3.89090308e-001,+4.58401685e-001,+4.58401685e-001
+1.58768930e+012,+3.04889571e+000,+4.90099936e-003,+3.25940835e+000,+9.29574105e+000,+2.98852719e-002,+3.04891188e+000,+4.83957963e-003,+3.22078933e+000,+4.07043609e+001,+9.29584024e+000,+2.95109036e-002,+5.34134917e-004,+3.25287330e-001,-4.24133081e-001,-1.69914004e-001,-4.24133081e-001,-1.69914004e-001,+4.56902221e-001,+4.56902221e-001
+1.59257450e+012,+3.04896114e+000,+4.89813440e-003,+3.26752610e+000,+9.29614006e+000,+2.98684429e-002,+3.04899740e+000,+4.85715312e-003,+3.24243078e+000,+4.05846720e+001,+9.29636155e+000,+2.96188945e-002,+6.39946389e-004,+2.20294921e-001,-4.41856230e-001,+1.14069065e-001,-4.41856230e-001,+1.14069065e-001,+4.56342721e-001,+4.56342721e-001
+1.59745970e+012,+3.04904392e+000,+4.88420941e-003,+3.26823138e+000,+9.29664499e+000,+2.97843380e-002,+3.04908625e+000,+4.87580746e-003,+3.26486793e+000,+4.04615593e+001,+9.29690316e+000,+2.97335149e-002,+5.23801983e-004,+3.28449953e-001,-2.87866328e-001,+3.54022593e-001,-2.87866328e-001,+3.54022593e-001,+4.56288307e-001,+4.56288307e-001
+1.60234489e+012,+3.04914557e+000,+4.87288576e-003,+3.27062567e+000,+9.29726497e+000,+2.97162761e-002,+3.04917501e+000,+4.89881238e-003,+3.29030357e+000,+4.03451759e+001,+9.29744422e+000,+2.98746725e-002,+5.05747179e-004,+3.41856837e-001,-2.06520001e-002,+4.55649424e-001,-2.06520002e-002,+4.55649424e-001,+4.56117203e-001,+4.56117203e-001
+1.60723009e+012,+3.04925986e+000,+4.87749370e-003,+3.28369931e+000,+9.29796189e+000,+2.97454915e-002,+3.04925877e+000,+4.92723636e-003,+3.31948425e+000,+4.02448458e+001,+9.29795479e+000,+3.00488374e-002,+5.53675283e-004,+3.09408142e-001,+2.54565588e-001,+3.77384667e-001,+2.54565588e-001,+3.77384667e-001,+4.55217339e-001,+4.55217339e-001
+1.61211529e+012,+3.04937389e+000,+4.90612298e-003,+3.31301298e+000,+9.29865704e+000,+2.99212066e-002,+3.04933251e+000,+4.95918830e-003,+3.35116535e+000,+4.01661443e+001,+9.29840417e+000,+3.02444282e-002,+6.11712073e-004,+2.58888482e-001,+4.27486565e-001,+1.50534762e-001,+4.27486565e-001,+1.50534762e-001,+4.53216811e-001,+4.53216811e-001
+1.61700049e+012,+3.04947186e+000,+4.95806451e-003,+3.35823384e+000,+9.29925404e+000,+3.02389564e-002,+3.04939268e+000,+4.98990489e-003,+3.38213999e+000,+4.01088187e+001,+9.29877085e+000,+3.04323589e-002,+5.49894485e-004,+3.18331739e-001,+4.30229539e-001,-1.32442179e-001,+4.30229540e-001,-1.32442179e-001,+4.50153738e-001,+4.50153738e-001
+1.62188569e+012,+3.04954025e+000,+5.02314199e-003,+3.41259150e+000,+9.29967053e+000,+3.06365474e-002,+3.04943872e+000,+5.01273448e-003,+3.40787851e+000,+4.00664797e+001,+9.29905136e+000,+3.05720532e-002,+5.29922787e-004,+3.33634191e-001,+2.65895375e-001,-3.58698226e-001,+2.65895375e-001,-3.58698226e-001,+4.46502819e-001,+4.46502819e-001
+1.62677088e+012,+3.04957255e+000,+5.08422354e-003,+3.46449260e+000,+9.29986687e+000,+3.10094171e-002,+3.04947387e+000,+5.02085478e-003,+3.42368036e+000,+4.00282410e+001,+9.29926570e+000,+3.06219309e-002,+5.56753787e-004,+3.09580116e-001,+3.22015872e-003,-4.43035256e-001,+3.22015872e-003,-4.43035256e-001,+4.43046959e-001,+4.43046959e-001
+1.63165608e+012,+3.04957189e+000,+5.12189300e-003,+3.50064229e+000,+9.29986245e+000,+3.12391618e-002,+3.04950523e+000,+5.00937662e-003,+3.42611132e+000,+3.99816628e+001,+9.29945707e+000,+3.05522404e-002,+5.30418553e-004,+3.24277314e-001,-2.56042335e-001,-3.58638099e-001,-2.56042335e-001,-3.58638099e-001,+4.40657422e-001,+4.40657422e-001
+1.63654128e+012,+3.04955129e+000,+5.11976024e-003,+3.50966122e+000,+9.29973688e+000,+3.12259429e-002,+3.04954256e+000,+4.97732095e-003,+3.41437936e+000,+3.99160554e+001,+9.29968503e+000,+3.03571041e-002,+6.21130845e-004,+2.24240434e-001,-4.16951964e-001,-1.40741096e-001,-4.16951964e-001,-1.40741096e-001,+4.40064763e-001,+4.40064763e-001
+1.64142648e+012,+3.04953167e+000,+5.06922757e-003,+3.48539362e+000,+9.29961773e+000,+3.09175401e-002,+3.04959613e+000,+4.92883537e-003,+3.39121175e+000,+3.98254376e+001,+9.30001225e+000,+3.00619145e-002,+4.82482681e-004,+3.40611403e-001,-4.21966362e-001,+1.30437435e-001,-4.21966362e-001,+1.30437434e-001,+4.41666769e-001,+4.41666770e-001
