,t,y
2435,1178.434115243708,5.271302401009174e-11
2436,1178.3842207263485,4.3618076992362456e-11
2437,1178.3343262089888,3.634211937817903e-11
2438,1178.2844316916292,2.7247172360449747e-11
2439,1178.2345371742695,1.9061720044493393e-11
2440,1178.1846426569098,1.1785762430309967e-11
2441,1178.13474813955,4.509804816126541e-12
2442,1178.0848536221904,-3.6756474998298134e-12
2443,1178.0349591048307,-1.0951605114013239e-11
2444,1177.985064587471,-1.8227562728196664e-11
2445,1177.9351700701113,-2.641301504415302e-11
2446,1177.8852755527516,-3.3688972658336444e-11
2447,1177.8353810353922,-4.096493027251987e-11
2448,1177.7854865180325,-4.8240887886703296e-11
2449,1177.7355920006728,-5.642634020265965e-11
2450,1177.685697483313,-6.370229781684308e-11
2451,1177.6358029659534,-7.006876072925357e-11
2452,1177.5859084485937,-7.643522364166407e-11
2453,1177.536013931234,-8.189219185230164e-11
2454,1177.4861194138743,-8.734916006293921e-11
2455,1177.4362248965147,-9.371562297534971e-11
2456,1177.386330379155,-9.917259118598728e-11
2457,1177.3364358617953,-1.0553905409839778e-10
2458,1177.2865413444358,-1.1099602230903534e-10
2459,1177.2366468270761,-1.1645299051967291e-10
2460,1177.1867523097164,-1.2100046402853756e-10
2461,1177.1368577923567,-1.255479375374022e-10
2462,1177.086963274997,-1.3100490574803977e-10
2463,1177.0370687576374,-1.355523792569044e-10
2464,1176.9871742402777,-1.4009985276576905e-10
2465,1176.937279722918,-1.4373783157286076e-10
2466,1176.8873852055583,-1.4646631567817955e-10
2467,1176.8374906881986,-1.510137891870442e-10
2468,1176.7875961708392,-1.546517679941359e-10
2469,1176.7377016534795,-1.5828974680122761e-10
2470,1176.6878071361198,-1.6283722031009225e-10
2471,1176.63791261876,-1.646562097136381e-10
2472,1176.5880181014004,-1.6556570441541104e-10
2473,1176.5381235840407,-1.673846938189569e-10
2474,1176.488229066681,-1.6829418852072982e-10
2475,1176.4383345493213,-1.710226726260486e-10
2476,1176.3884400319616,-1.7193216732782154e-10
2477,1176.338545514602,-1.737511567313674e-10
2478,1176.2886509972423,-1.737511567313674e-10
2479,1176.2387564798828,-1.7466065143314032e-10
2480,1176.188861962523,-1.7466065143314032e-10
2481,1176.1389674451634,-1.7466065143314032e-10
2482,1176.0890729278037,-1.7466065143314032e-10
2483,1176.039178410444,-1.7466065143314032e-10
2484,1175.9892838930843,-1.7466065143314032e-10
2485,1175.9393893757247,-1.737511567313674e-10
2486,1175.889494858365,-1.737511567313674e-10
2487,1175.8396003410053,-1.710226726260486e-10
2488,1175.7897058236456,-1.6829418852072982e-10
2489,1175.739811306286,-1.6556570441541104e-10
2490,1175.6899167889264,-1.6192772560831933e-10
2491,1175.6400222715667,-1.5828974680122761e-10
2492,1175.590127754207,-1.5556126269590883e-10
2493,1175.5402332368474,-1.510137891870442e-10
2494,1175.4903387194877,-1.4555682097640662e-10
2495,1175.440444202128,-1.4100934746754198e-10
2496,1175.3905496847683,-1.3737136866045026e-10
2497,1175.3406551674086,-1.3373338985335855e-10
2498,1175.290760650049,-1.2827642164272098e-10
2499,1175.2408661326892,-1.2372894813385634e-10
2500,1175.1909716153295,-1.1827197992321877e-10
2501,1175.14107709797,-1.1190551701080827e-10
2502,1175.0911825806104,-1.0553905409839778e-10
2503,1175.0412880632507,-9.644410708066849e-11
2504,1174.991393545891,-8.916814946648507e-11
2505,1174.9414990285313,-8.37111812558475e-11
2506,1174.8916045111716,-7.825421304520993e-11
2507,1174.841709993812,-7.279724483457236e-11
2508,1174.7918154764523,-6.552128722038893e-11
2509,1174.7419209590926,-5.824532960620551e-11
2510,1174.6920264417329,-5.096937199202208e-11
2511,1174.6421319243732,-4.4602909079611583e-11
2512,1174.5922374070137,-3.8236446167201086e-11
2513,1174.542342889654,-3.3688972658336444e-11
2514,1174.4924483722943,-2.8232004447698875e-11
2515,1174.4425538549347,-2.1865541535288377e-11
2516,1174.392659337575,-1.458958392110495e-11
2517,1174.3427648202153,-7.313626306921526e-12
2518,1174.2928703028556,-3.7668692738100256e-14
2519,1174.242975785496,5.419299517899469e-12
2520,1174.1930812681362,1.087626772853704e-11
2521,1174.1431867507765,1.633323593917461e-11
2522,1174.0932922334168,2.3609193553358035e-11
2523,1174.0433977160574,3.088515116754146e-11
2524,1173.9935031986977,3.725161407995196e-11
2525,1173.943608681338,4.4527571694135384e-11
2526,1173.8937141639783,4.9075045203000025e-11
2527,1173.8438196466186,5.3622518711864666e-11
2528,1173.793925129259,5.726049751895638e-11
2529,1173.7440306118992,6.180797102782102e-11
2530,1173.6941360945395,6.635544453668566e-11
2531,1173.6442415771799,7.09029180455503e-11
2532,1173.5943470598202,7.454089685264202e-11
2533,1173.5444525424605,7.908837036150666e-11
