freq            ,ref_ind         ,kappa           ,alpha           ,epsilon_r       ,epsilon_i       ,ref_ind_S       ,kappa_S         ,alpha_S         ,alpha_max       ,epsilonS_r      ,epsilonS_i      ,delta_N         ,delta_A         ,H_measure_r     ,H_measure_i     ,H_calc_r        ,H_calc_i        ,T_measure       ,T_calc          ,thickness       ,allThicknesses  ,QSnValue        ,QSkValue        ,Num_Thickness   ,N_std           ,delta_K         ,delta_Eps_1     ,delta_Eps_2     
+1.95821028e+011,+1.48814365e+000,+2.37271756e-004,+1.94622918e-002,+2.21457147e+000,+7.06188914e-004,+1.48814365e+000,+2.37271756e-004,+1.94757653e-002,+7.46079516e+001,+2.21457147e+000,+7.06188914e-004,+1.34214174e-004,+1.10180048e-002,-6.61617461e-001,+7.34130997e-001,-6.61617461e-001,+7.34130997e-001,+9.88274246e-001,+9.88274246e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.34231508e-004,+3.99523639e-004,+3.99575225e-004
+2.00716554e+011,+1.48982863e+000,+1.29950661e-004,+1.09257258e-002,+2.21958933e+000,+3.87208431e-004,+1.48982863e+000,+1.29950661e-004,+1.09332895e-002,+7.37573880e+001,+2.21958933e+000,+3.87208431e-004,+1.41418386e-004,+1.18995838e-002,-5.60846112e-001,+8.26393307e-001,-5.60846112e-001,+8.26393307e-001,+9.98736331e-001,+9.98736331e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.41435822e-004,+4.21415080e-004,+4.21467027e-004
+2.05612080e+011,+1.49117474e+000,+9.38004988e-004,+8.07871678e-002,+2.22360123e+000,+2.79745869e-003,+1.49117474e+000,+9.38004988e-004,+8.08430956e-002,+7.29356795e+001,+2.22360123e+000,+2.79745869e-003,+1.51426904e-004,+1.30524488e-002,-4.37516397e-001,+8.82286200e-001,-4.37516397e-001,+8.82286200e-001,+9.84809391e-001,+9.84809391e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.51444746e-004,+4.51892062e-004,+4.51945238e-004
+2.10507606e+011,+1.49173397e+000,+2.40644318e-003,+2.12193469e-001,+2.22526446e+000,+7.17954610e-003,+1.49173397e+000,+2.40644318e-003,+2.12340367e-001,+7.21233625e+001,+2.22526446e+000,+7.17954610e-003,+1.64413587e-004,+1.45092013e-002,-3.18860711e-001,+8.98269355e-001,-3.18860711e-001,+8.98269355e-001,+9.53184130e-001,+9.53184130e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.64432081e-004,+4.91314060e-004,+4.91369147e-004
+2.15403131e+011,+1.49105982e+000,+3.95334617e-003,+3.56701936e-001,+2.22324376e+000,+1.17893513e-002,+1.49105982e+000,+3.95334617e-003,+3.56948876e-001,+7.12613956e+001,+2.22324376e+000,+1.17893513e-002,+1.80109215e-004,+1.62638655e-002,-2.24668904e-001,+8.91314505e-001,-2.24668904e-001,+8.91314505e-001,+9.19194029e-001,+9.19194029e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.80128570e-004,+5.38531448e-004,+5.38589015e-004
+2.20298657e+011,+1.48923007e+000,+4.47913818e-003,+4.13328088e-001,+2.21778613e+000,+1.33409345e-002,+1.48923007e+000,+4.47913818e-003,+4.13614229e-001,+7.02805428e+001,+2.21778613e+000,+1.33409345e-002,+1.97693864e-004,+1.82573868e-002,-1.55874171e-001,+8.85364781e-001,-1.55874171e-001,+8.85364781e-001,+8.98981398e-001,+8.98981398e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.97714083e-004,+5.90594470e-004,+5.90654511e-004
+2.25194183e+011,+1.48745226e+000,+3.09328675e-003,+2.91787013e-001,+2.21250464e+000,+9.20223271e-003,+1.48745226e+000,+3.09328675e-003,+2.91989013e-001,+6.91309632e+001,+2.21250464e+000,+9.20223271e-003,+2.16462496e-004,+2.04348456e-002,-9.71505947e-002,+8.96632610e-001,-9.71505946e-002,+8.96632610e-001,+9.01880411e-001,+9.01880411e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+2.16483616e-004,+6.45294548e-004,+6.45357246e-004
+2.30089708e+011,+1.48748738e+000,+3.23887570e-004,+3.12162036e-002,+2.21261859e+000,+9.63557344e-004,+1.48748738e+000,+3.23887570e-004,+3.12378141e-002,+6.78011126e+001,+2.21261859e+000,+9.63557344e-004,+2.37022683e-004,+2.28621395e-002,-2.64865870e-002,+9.25917507e-001,-2.64865870e-002,+9.25917507e-001,+9.26296264e-001,+9.26296264e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+2.37044845e-004,+7.05290051e-004,+7.05355968e-004
+2.34985234e+011,+1.48997439e+000,-1.85113317e-003,-1.82207750e-001,+2.22002026e+000,-5.51628203e-003,+1.48997439e+000,-1.85113317e-003,-1.82333889e-001,+6.63279245e+001,+2.22002026e+000,-5.51628203e-003,+2.61579195e-004,+2.57674838e-002,+7.34852478e-002,+9.57193382e-001,+7.34852479e-002,+9.57193382e-001,+9.60010027e-001,+9.60010027e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+2.61602734e-004,+7.78524083e-004,+7.78594313e-004
+2.39880760e+011,+1.49358591e+000,-1.74171429e-003,-1.75009224e-001,+2.23079585e+000,-5.20279986e-003,+1.49358591e+000,-1.74171429e-003,-1.75130381e-001,+6.48005413e+001,+2.23079585e+000,-5.20279986e-003,+2.92787013e-004,+2.94424639e-002,+2.03127465e-001,+9.63232279e-001,+2.03127465e-001,+9.63232279e-001,+9.84417183e-001,+9.84417183e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+2.92812474e-004,+8.73585124e-004,+8.73661270e-004
+2.44776286e+011,+1.49636178e+000,+6.59494291e-004,+6.76190383e-002,+2.23909813e+000,+1.97368410e-003,+1.49636178e+000,+6.59494291e-004,+6.76658500e-002,+6.33551128e+001,+2.23909813e+000,+1.97368410e-003,+3.31837407e-004,+3.40502513e-002,+3.38150921e-001,+9.22801160e-001,+3.38150921e-001,+9.22801160e-001,+9.82806200e-001,+9.82806200e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+3.31865282e-004,+9.93535352e-004,+9.93618735e-004
+2.49671811e+011,+1.49698905e+000,+4.26157239e-003,+4.45684973e-001,+2.24095805e+000,+1.27590544e-002,+1.49698905e+000,+4.26157239e-003,+4.45993514e-001,+6.21543623e+001,+2.24095805e+000,+1.27590544e-002,+3.75460156e-004,+3.92968416e-002,+4.42273602e-001,+8.44097902e-001,+4.42273602e-001,+8.44097902e-001,+9.52946592e-001,+9.52946592e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+3.75490517e-004,+1.12731984e-003,+1.12741049e-003
