frequency/GHz;epsilon_r';epsilon_r'';n;alpha
86.975;2.1025685151;0.0035287117;1.4500241362;0.0443296193
87;2.1026565087;0.0033678579;1.4500544325;0.0423201625
87.025;2.1027488707;0.0032112422;1.4500862377;0.0403628551
87.05;2.1028454197;0.0030589818;1.4501194889;0.0384592213
87.075;2.1029459705;0.0029111845;1.4501541222;0.036610669
87.1;2.1030503348;0.002767949;1.4501900722;0.0348184894
87.125;2.1031583216;0.0026293645;1.450227273;0.0330838564
87.15;2.1032697375;0.0024955107;1.4502656576;0.0314078262
87.175;2.1033843874;0.0023664582;1.4503051586;0.0297913379
87.2;2.1035020746;0.0022422679;1.4503457078;0.0282352132
87.225;2.1036226016;0.0021229919;1.450387237;0.0267401579
87.25;2.10374577;0.0020086728;1.4504296775;0.025306762
87.275;2.1038713815;0.0018993443;1.4504729608;0.0239355018
87.3;2.1039992378;0.0017950311;1.4505170184;0.0226267411
87.325;2.1041291415;0.0016957491;1.4505617819;0.0213807326
87.35;2.1042608958;0.0016015058;1.4506071834;0.0201976207
87.375;2.1043943056;0.0015123;1.4506531554;0.0190774434
87.4;2.1045291772;0.0014281226;1.450699631;0.0180201348
87.425;2.1046653191;0.0013489563;1.4507465441;0.0170255278
87.45;2.1048025421;0.0012747761;1.4507938293;0.0160933571
87.475;2.1049406597;0.0012055497;1.4508414222;0.0152232624
87.5;2.1050794883;0.0011412373;1.4508892594;0.0144147916
87.525;2.1052188476;0.0010817924;1.4509372787;0.0136674042
87.55;2.1053585608;0.0010271618;1.450985419;0.0129804751
87.575;2.1054984548;0.0009772859;1.4510336206;0.012353298
87.6;2.1056383604;0.0009320991;1.4510818252;0.0117850896
87.625;2.1057781128;0.00089153;1.451129976;0.0112749934
87.65;2.1059175515;0.000855502;1.4511780175;0.0108220835
87.675;2.1060565204;0.0008239334;1.4512258959;0.0104253694
87.7;2.1061948685;0.0007967375;1.4512735593;0.0100837993
87.725;2.1063324493;0.0007738237;1.451320957;0.009796265
87.75;2.1064691216;0.0007550969;1.4513680406;0.009561606
87.775;2.1066047491;0.0007404585;1.451414763;0.0093786136
87.8;2.1067392009;0.0007298066;1.4514610791;0.0092460352
87.825;2.1068723513;0.0007230363;1.4515069457;0.0091625789
87.85;2.10700408;0.0007200397;1.4515523213;0.0091269174
87.875;2.1071342722;0.0007207069;1.4515971665;0.0091376923
87.9;2.1072628185;0.0007249259;1.4516414436;0.0091935183
87.925;2.1073896149;0.0007325829;1.4516851169;0.0092929875
87.95;2.1075145629;0.0007435629;1.4517281524;0.0094346733
87.975;2.1076375696;0.0007577497;1.4517705183;0.009617134
88;2.1077585474;0.0007750263;1.4518121844;0.0098389174
88.025;2.1078774143;0.0007952756;1.4518531225;0.0100985641
88.05;2.1079940936;0.0008183799;1.4518933063;0.010394611
88.075;2.1081085137;0.000844222;1.4519327113;0.0107255956
88.1;2.1082206086;0.0008726847;1.4519713148;0.0110900586
88.125;2.1083303173;0.0009036518;1.4520090958;0.0114865475
88.15;2.1084375839;0.0009370078;1.4520460351;0.0119136199
88.175;2.1085423574;0.0009726384;1.4520821153;0.0123698462
88.2;2.1086445918;0.0010104306;1.4521173206;0.0128538129
88.225;2.1087442458;0.001050273;1.4521516369;0.0133641247
88.25;2.1088412829;0.001092056;1.4521850517;0.0138994073
88.275;2.1089356708;0.0011356719;1.4522175538;0.0144583101
88.3;2.1090273819;0.0011810151;1.452249134;0.0150395079
88.325;2.1091163928;0.0012279822;1.4522797842;0.0156417031
88.35;2.109202684;0.0012764724;1.4523094977;0.0162636276
88.375;2.1092862402;0.0013263873;1.4523382694;0.0169040444
88.4;2.1093670498;0.0013776313;1.4523660953;0.0175617495
88.425;2.1094451049;0.0014301114;1.4523929728;0.0182355727
88.45;2.1095204013;0.0014837375;1.4524189004;0.018924379
88.475;2.1095929378;0.0015384226;1.4524438778;0.0196270697
88.5;2.1096627167;0.0015940824;1.4524679059;0.0203425833
88.525;2.1097297433;0.0016506359;1.4524909866;0.021069896
88.55;2.1097940258;0.0017080051;1.4525131227;0.0218080225
88.575;2.1098555753;0.0017661152;1.452534318;0.0225560158
88.6;2.1099144053;0.0018248942;1.4525545773;0.0233129685
88.625;2.1099705319;0.0018842738;1.4525739061;0.0240780118
88.65;2.1100239737;0.0019441882;1.4525923108;0.024850316
88.675;2.1100747511;0.0020045752;1.4526097987;0.0256290905
88.7;2.1101228871;0.0020653755;1.4526263774;0.0264135831
88.725;2.1101684061;0.0021265327;1.4526420556;0.0272030797
88.75;2.1102113346;0.0021879937;1.4526568424;0.0279969039
88.775;2.110251701;0.0022497081;1.4526707475;0.0287944163
88.8;2.1102895347;0.0023116286;1.4526837811;0.0295950141
88.825;2.1103248672;0.0023737105;1.452695954;0.0303981294
88.85;2.1103577309;0.0024359121;1.4527072774;0.0312032295
88.875;2.1103881597;0.0024981941;1.452717763;0.0320098151
88.9;2.1104161885;0.0025605201;1.4527274229;0.0328174195
88.925;2.1104418534;0.0026228559;1.4527362694;0.0336256076
88.95;2.1104651914;0.0026851699;1.4527443153;0.0344339748
88.975;2.1104862406;0.0027474328;1.4527515736;0.0352421457
89;2.1105050396;0.0028096175;1.4527580579;0.0360497728
89.025;2.1105216281;0.002871699;1.4527637815;0.0368565358
89.05;2.1105360462;0.0029336544;1.4527687585;0.0376621397
89.075;2.110548335;0.0029954625;1.4527730029;0.038466314
89.1;2.1105585359;0.0030571043;1.4527765289;0.0392688111
89.125;2.1105666909;0.0031185621;1.4527793511;0.0400694053
89.15;2.1105728426;0.0031798202;1.452781484;0.0408678917
89.175;2.110577034;0.0032408643;1.4527829425;0.0416640844
89.2;2.1105793084;0.0033016813;1.4527837415;0.0424578157
89.225;2.1105797098;0.0033622598;1.4527838961;0.0432489351
89.25;2.1105782822;0.0034225894;1.4527834215;0.0440373075
89.275;2.1105750702;0.0034826609;1.4527823329;0.0448228128
89.3;2.1105701186;0.0035424662;1.4527806459;0.0456053444
89.325;2.1105634725;0.0036019982;1.4527783758;0.0463848084
89.35;2.1105551772;0.0036612508;1.4527755384;0.0471611221
89.375;2.1105452785;0.0037202185;1.4527721493;0.0479342139
89.4;2.1105338221;0.0037788967;1.4527682243;0.0487040218
89.425;2.1105208542;0.0038372817;1.4527637793;0.0494704928
89.45;2.1105064211;0.00389537;1.4527588301;0.0502335819
89.475;2.1104905693;0.003953159;1.4527533928;0.0509932518
89.5;2.1104733454;0.0040106467;1.4527474835;0.051749472
89.525;2.1104547962;0.0040678313;1.4527411182;0.0525022182
89.55;2.1104349689;0.0041247118;1.452734313;0.0532514717
89.575;2.1104139104;0.0041812872;1.4527270843;0.0539972191
89.6;2.1103916682;0.0042375572;1.4527194483;0.054739452
89.625;2.1103682894;0.0042935217;1.4527114212;0.0554781661
89.65;2.1103438215;0.004349181;1.4527030193;0.0562133613
89.675;2.110318312;0.0044045357;1.452694259;0.0569450416
89.7;2.1102918083;0.0044595866;1.4526851566;0.0576732143
89.725;2.110264358;0.0045143347;1.4526757285;0.0583978905
89.75;2.1102360085;0.0045687816;1.452665991;0.0591190844
89.775;2.1102068072;0.0046229288;1.4526559603;0.0598368136
89.8;2.1101768013;0.0046767781;1.4526456528;0.0605510989
89.825;2.1101460381;0.0047303318;1.4526350846;0.0612619641
89.85;2.1101145644;0.0047835922;1.452624272;0.0619694365
89.875;2.110082427;0.0048365619;1.4526132309;0.0626735463
89.9;2.1100496722;0.0048892437;1.4526019773;0.0633743271
89.925;2.1100163461;0.0049416409;1.4525905271;0.064071816
89.95;2.1099824945;0.0049937567;1.452578896;0.0647660529
89.975;2.1099481625;0.0050455948;1.4525670996;0.0654570817
90;2.1099133948;0.0050971592;1.4525551533;0.0661449495
90.025;2.1098782355;0.005148454;1.4525430721;0.066829707
90.05;2.1098427281;0.0051994836;1.4525308711;0.0675114087
90.075;2.1098069152;0.0052502528;1.4525185649;0.0681901123
90.1;2.1097708388;0.0053007666;1.4525061681;0.0688658797
90.125;2.1097345398;0.0053510302;1.4524936946;0.0695387759
90.15;2.1096980584;0.0054010493;1.4524811583;0.0702088698
90.175;2.1096614335;0.0054508297;1.4524685726;0.0708762337
90.2;2.109624703;0.0055003773;1.4524559505;0.0715409433
90.225;2.1095879036;0.0055496986;1.4524433048;0.0722030778
90.25;2.1095510708;0.0055988;1.4524306474;0.0728627189
90.275;2.1095142384;0.0056476883;1.4524179903;0.0735199518
90.3;2.1094774391;0.0056963705;1.4524053445;0.0741748637
90.325;2.1094407038;0.0057448537;1.4523927207;0.0748275443
90.35;2.109404062;0.005793145;1.4523801291;0.0754780848
90.375;2.1093675414;0.0058412518;1.4523675792;0.0761265781
90.4;2.1093311677;0.0058891815;1.45235508;0.0767731178
90.425;2.1092949651;0.0059369415;1.4523426396;0.0774177977
90.45;2.1092589556;0.0059845391;1.4523302657;0.0780607113
90.475;2.1092231594;0.0060319815;1.4523179652;0.0787019512
90.5;2.1091875944;0.006079276;1.4523057443;0.0793416083
90.525;2.1091522764;0.0061264294;1.4522936085;0.0799797708
90.55;2.1091172192;0.0061734484;1.4522815625;0.0806165236
90.575;2.1090824341;0.0062203393;1.4522696101;0.0812519476
90.6;2.1090479303;0.006267108;1.4522577547;0.0818861181
90.625;2.1090137144;0.0063137599;1.4522459984;0.0825191044
90.65;2.1089797908;0.0063602999;1.4522343427;0.0831509688
90.675;2.1089461615;0.0064067322;1.4522227884;0.0837817648
90.7;2.1089128259;0.0064530604;1.4522113353;0.0844115371
90.725;2.1088797811;0.0064992871;1.4521999823;0.0850403194
90.75;2.1088470217;0.006545414;1.4521887276;0.0856681337
90.775;2.1088145397;0.0065914419;1.4521775685;0.0862949891
90.8;2.1087823247;0.0066373706;1.4521665013;0.0869208807
90.825;2.108750364;0.0066831986;1.4521555217;0.0875457879
90.85;2.1087186422;0.006728923;1.4521446244;0.0881696735
90.875;2.1086871418;0.0067745398;1.4521338034;0.0887924826
90.9;2.1086558427;0.0068200433;1.4521230517;0.0894141409
90.925;2.1086247227;0.0068654264;1.4521123617;0.0900345536
90.95;2.1085937571;0.0069106803;1.4521017248;0.0906536047
90.975;2.1085629193;0.0069557945;1.452091132;0.0912711549
91;2.1085321804;0.0070007566;1.4520805733;0.0918870412
91.025;2.1085015098;0.0070455523;1.4520700381;0.0925010753
91.05;2.1084708745;0.0070901655;1.452059515;0.0931130427
91.075;2.1084402402;0.0071345778;1.4520489922;0.0937227018
91.1;2.1084095705;0.0071787687;1.4520384572;0.0943297823
91.125;2.1083788278;0.0072227157;1.452027897;0.0949339853
91.15;2.1083479728;0.0072663937;1.452017298;0.0955349813
91.175;2.108316965;0.0073097757;1.4520066463;0.0961324103
91.2;2.1082857628;0.0073528319;1.4519959276;0.0967258809
91.225;2.1082543236;0.0073955305;1.4519851271;0.0973149692
91.25;2.1082226039;0.0074378369;1.4519742298;0.097899219
91.275;2.1081905596;0.0074797142;1.4519632206;0.098478141
91.3;2.1081581463;0.007521123;1.4519520841;0.0990512124
91.325;2.108125319;0.0075620213;1.4519408047;0.0996178772
91.35;2.1080920329;0.0076023649;1.451929367;0.1001775456
91.375;2.108058243;0.0076421067;1.4519177556;0.1007295943
91.4;2.1080239049;0.0076811974;1.451905955;0.1012733668
91.425;2.1079889745;0.0077195851;1.4518939499;0.1018081732
91.45;2.1079534085;0.0077572155;1.4518817256;0.1023332915
91.475;2.1079171645;0.0077940322;1.4518692672;0.1028479673
91.5;2.1078802012;0.007829976;1.4518565606;0.1033514152
91.525;2.1078424786;0.0078649859;1.4518435919;0.1038428191
91.55;2.1078039584;0.0078989986;1.4518303478;0.1043213338
91.575;2.1077646038;0.0079319487;1.4518168156;0.1047860856
91.6;2.1077243803;0.0079637689;1.4518029835;0.1052361738
91.625;2.1076832552;0.0079943899;1.45178884;0.1056706724
91.65;2.1076411986;0.0080237408;1.4517743747;0.1060886312
91.675;2.1075981828;0.0080517491;1.4517595782;0.1064890779
91.7;2.1075541832;0.0080783409;1.4517444418;0.10687102
91.725;2.1075091779;0.0081034409;1.451728958;0.1072334463
91.75;2.1074631484;0.0081269727;1.4517131202;0.1075753297
91.775;2.1074160795;0.008148859;1.4516969232;0.107895629
91.8;2.1073679592;0.0081690215;1.4516803628;0.1081932915
91.825;2.1073187798;0.0081873817;1.4516634363;0.1084672555
91.85;2.1072685368;0.0082038605;1.4516461419;0.1087164531
91.875;2.10721723;0.0082183785;1.4516284797;0.1089398123
91.9;2.1071648635;0.0082308565;1.4516104509;0.1091362609
91.925;2.1071114453;0.0082412157;1.4515920582;0.1093047285
91.95;2.1070569878;0.0082493775;1.4515733058;0.1094441501
91.975;2.1070015082;0.0082552643;1.4515541995;0.1095534692
92;2.1069450278;0.0082587992;1.4515347467;0.1096316406
92.025;2.1068875728;0.0082599068;1.4515149563;0.1096776342
92.05;2.106829174;0.0082585131;1.4514948388;0.1096904379
92.075;2.1067698671;0.0082545455;1.4514744065;0.1096690613
92.1;2.1067096922;0.0082479339;1.451453673;0.1096125387
92.125;2.1066486945;0.00823861;1.4514326541;0.1095199331
92.15;2.1065869239;0.0082265082;1.4514113667;0.1093903389
92.175;2.106524435;0.0082115655;1.4513898296;0.1092228862
92.2;2.1064612871;0.0081937221;1.4513680633;0.1090167435
92.225;2.1063975444;0.0081729213;1.4513460897;0.1087711217
92.25;2.1063332754;0.0081491098;1.4513239326;0.1084852767
92.275;2.1062685534;0.0081222382;1.451301617;0.1081585139
92.3;2.106203456;0.0080922611;1.4512791698;0.1077901901
92.325;2.1061380653;0.0080591371;1.4512566192;0.1073797182
92.35;2.1060724673;0.0080228295;1.4512339948;0.1069265689
92.375;2.1060067524;0.007983306;1.4512113278;0.1064302746
92.4;2.1059410145;0.0079405395;1.4511886506;0.1058904325
92.425;2.1058753516;0.0078945077;1.4511659968;0.1053067063
92.45;2.1058098649;0.0078451936;1.4511434015;0.1046788304
92.475;2.1057446592;0.0077925857;1.4511209007;0.1040066112
92.5;2.1056798421;0.0077366783;1.4510985317;0.10328993
92.525;2.1056155242;0.0076774712;1.4510763324;0.1025287455
92.55;2.1055518186;0.0076149702;1.4510543421;0.1017230951
92.575;2.105488841;0.0075491872;1.4510326005;0.1008730977
92.6;2.1054267087;0.0074801402;1.4510111483;0.0999789546
92.625;2.1053655413;0.0074078537;1.4509900267;0.0990409515
92.65;2.1053054594;0.0073323582;1.4509692773;0.0980594595
92.675;2.105246585;0.0072536909;1.4509489423;0.0970349363
92.7;2.1051890411;0.0071718954;1.4509290642;0.095967927
92.725;2.105132951;0.0070870217;1.4509096856;0.0948590645
92.75;2.1050784381;0.0069991264;1.4508908491;0.0937090705
92.775;2.1050256261;0.0069082728;1.4508725974;0.0925187546
92.8;2.1049746379;0.0068145305;1.4508549731;0.0912890155
92.825;2.1049255955;0.0067179755;1.4508380184;0.0900208394
92.85;2.1048786201;0.0066186904;1.4508217751;0.0887153001
92.875;2.1048338311;0.0065167642;1.4508062845;0.087373558
92.9;2.1047913461;0.006412292;1.4507915873;0.0859968589
92.925;2.1047512805;0.006305375;1.4507777235;0.0845865328
92.95;2.1047137473;0.0061961205;1.450764732;0.0831439921
92.975;2.1046788565;0.0060846417;1.4507526509;0.0816707297
93;2.1046467146;0.0059710574;1.4507415172;0.0801683173
93.025;2.104617425;0.005855492;1.4507313665;0.0786384024
93.05;2.104591087;0.0057380751;1.4507222333;0.0770827063
93.075;2.1045677955;0.0056189416;1.4507141503;0.0755030209
93.1;2.1045476412;0.005498231;1.450707149;0.0739012058
93.125;2.1045307097;0.0053760876;1.4507012591;0.0722791849
93.15;2.1045170817;0.00525266;1.4506965083;0.0706389433
93.175;2.1045068323;0.0051281008;1.4506929228;0.0689825229
93.2;2.1045000312;0.0050025665;1.4506905266;0.0673120192
93.225;2.1044967418;0.0048762169;1.4506893418;0.0656295769
93.25;2.1044970217;0.0047492153;1.4506893882;0.0639373856
93.275;2.1045009219;0.0046217273;1.4506906835;0.0622376756
93.3;2.1045084868;0.0044939214;1.4506932432;0.0605327131
93.325;2.1045197542;0.004365968;1.4506970802;0.0588247956
93.35;2.1045347548;0.0042380395;1.4507022053;0.0571162473
93.375;2.1045535122;0.0041103094;1.4507086265;0.0554094135
93.4;2.1045760426;0.0039829525;1.4507163496;0.0537066563
93.425;2.1046023551;0.0038561441;1.4507253777;0.0520103491
93.45;2.1046324511;0.0037300598;1.4507357112;0.0503228714
93.475;2.1046663246;0.0036048751;1.4507473482;0.0486466034
93.5;2.1047039618;0.0034807649;1.4507602838;0.0469839211
93.525;2.1047453414;0.0033579033;1.4507745106;0.0453371905
93.55;2.1047904343;0.0032364631;1.4507900187;0.0437087626
93.575;2.1048392038;0.0031166154;1.4508067954;0.0421009676
93.6;2.1048916055;0.0029985291;1.4508248252;0.0405161103
93.625;2.1049475875;0.0028823707;1.4508440903;0.0389564641
93.65;2.1050070902;0.0027683039;1.45086457;0.037424266
93.675;2.1050700466;0.0026564893;1.4508862411;0.0359217113
93.7;2.1051363824;0.0025470835;1.4509090781;0.0344509489
93.725;2.1052060158;0.0024402395;1.4509330525;0.0330140756
93.75;2.1052788583;0.0023361058;1.4509581339;0.0316131317
93.775;2.1053548143;0.0022348263;1.4509842892;0.0302500959
93.8;2.1054337814;0.0021365399;1.4510114829;0.0289268808
93.825;2.1055156506;0.00204138;1.4510396774;0.0276453281
93.85;2.1056003069;0.0019494745;1.451068833;0.0264072045
93.875;2.1056876288;0.0018609453;1.4510989077;0.0252141975
93.9;2.1057774893;0.001775908;1.4511298577;0.0240679109
93.925;2.1058697558;0.0016944718;1.451161637;0.0229698616
93.95;2.1059642902;0.001616739;1.4511941981;0.0219214757
93.975;2.1060609497;0.0015428049;1.4512274916;0.0209240846
94;2.1061595867;0.0014727576;1.4512614665;0.0199789226
94.025;2.1062600493;0.0014066775;1.4512960705;0.0190871234
94.05;2.1063621817;0.0013446377;1.4513312497;0.0182497175
94.075;2.1064658243;0.0012867032;1.4513669491;0.0174676299
94.1;2.1065708144;0.001232931;1.4514031124;0.0167416771
94.125;2.1066769863;0.0011833702;1.4514396827;0.0160725663
94.15;2.1067841719;0.0011380613;1.4514766018;0.0154608927
94.175;2.1068922007;0.0010970368;1.451513811;0.0149071385
94.2;2.1070009007;0.0010603206;1.4515512509;0.0144116716
94.225;2.1071100985;0.0010279281;1.4515888619;0.0139747446
94.25;2.1072196197;0.0009998662;1.4516265836;0.0135964946
94.275;2.1073292895;0.0009761333;1.451664356;0.0132769425
94.3;2.1074389327;0.0009567192;1.4517021187;0.0130159927
94.325;2.1075483747;0.0009416053;1.4517398113;0.0128134339
94.35;2.1076574413;0.0009307644;1.4517773741;0.0126689395
94.375;2.1077659596;0.000924161;1.4518147474;0.0125820679
94.4;2.107873758;0.0009217513;1.4518518722;0.012552264
94.425;2.1079806671;0.0009234832;1.45188869;0.0125788607
94.45;2.1080865194;0.0009292967;1.4519251433;0.0126610802
94.475;2.1081911503;0.0009391237;1.4519611754;0.0127980358
94.5;2.1082943982;0.0009528884;1.4519967307;0.0129887345
94.525;2.1083961051;0.0009705075;1.4520317547;0.0132320792
94.55;2.1084961165;0.0009918903;1.4520661945;0.0135268713
94.575;2.1085942823;0.0010169388;1.4520999982;0.0138718137
94.6;2.1086904568;0.0010455483;1.4521331159;0.0142655143
94.625;2.1087844992;0.0010776075;1.4521654991;0.0147064888
94.65;2.1088762737;0.0011129985;1.4521971011;0.0151931649
94.675;2.1089656502;0.0011515975;1.4522278772;0.0157238859
94.7;2.1090525042;0.0011932749;1.4522577846;0.0162969147
94.725;2.1091367173;0.0012378956;1.4522867826;0.0169104384
94.75;2.1092181774;0.0012853194;1.4523148327;0.0175625725
94.775;2.1092967788;0.0013354014;1.4523418985;0.0182513657
94.8;2.1093724229;0.0013879922;1.4523679462;0.0189748044
94.825;2.1094450178;0.0014429383;1.4523929443;0.019730818
94.85;2.1095144789;0.0015000827;1.4524168636;0.0205172842
94.875;2.1095807289;0.0015592651;1.4524396776;0.0213320333
94.9;2.1096436981;0.0016203222;1.4524613624;0.0221728548
94.925;2.1097033242;0.0016830883;1.4524818966;0.0230375018
94.95;2.1097595529;0.0017473956;1.4525012615;0.0239236972
94.975;2.1098123377;0.0018130747;1.4525194413;0.0248291388
95;2.1098616399;0.0018799549;1.4525364225;0.0257515055
95.025;2.1099074289;0.0019478648;1.4525521948;0.0266884627
95.05;2.109949682;0.0020166325;1.4525667502;0.0276376678
95.075;2.1099883845;0.0020860861;1.4525800839;0.0285967767
95.1;2.1100235297;0.0021560542;1.4525921934;0.0295634486
95.125;2.1100551188;0.0022263663;1.4526030793;0.0305353525
95.15;2.110083161;0.0022968531;1.4526127447;0.0315101724
95.175;2.1101076732;0.0023673472;1.4526211954;0.0324856133
95.2;2.1101286801;0.0024376829;1.4526284398;0.0334594065
95.225;2.1101462139;0.0025076975;1.4526344891;0.0344293151
95.25;2.1101603143;0.0025772307;1.4526393569;0.0353931396
95.275;2.1101710283;0.0026461259;1.4526430593;0.0363487231
95.3;2.1101784099;0.0027142298;1.452645615;0.0372939561
95.325;2.1101825201;0.0027813934;1.4526470448;0.0382267823
95.35;2.1101834267;0.0028474718;1.452647372;0.0391452026
95.375;2.1101812037;0.002912325;1.452646622;0.0400472803
95.4;2.1101759315;0.0029758179;1.4526448226;0.0409311454
95.425;2.1101676963;0.0030378207;1.4526420033;0.0417949989
95.45;2.1101565902;0.0030982092;1.4526381956;0.0426371172
95.475;2.1101427102;0.0031568653;1.4526334331;0.0434558553
95.5;2.1101261589;0.0032136768;1.4526277508;0.0442496511
95.525;2.1101070431;0.003268538;1.4526211856;0.0450170285
95.55;2.1100854744;0.0033213497;1.4526137757;0.0457566004
95.575;2.1100615682;0.0033720196;1.4526055608;0.046467072
95.6;2.1100354436;0.0034204623;1.4525965819;0.0471472428
95.625;2.1100072232;0.0034665997;1.4525868811;0.0477960095
95.65;2.1099770323;0.0035103607;1.4525765014;0.0484123676
95.675;2.1099449989;0.0035516819;1.4525654868;0.0489954133
95.7;2.1099112533;0.0035905071;1.4525538822;0.0495443451
95.725;2.1098759274;0.0036267879;1.4525417329;0.0500584648
95.75;2.1098391546;0.0036604833;1.4525290849;0.0505371781
95.775;2.1098010695;0.0036915601;1.4525159842;0.0509799956
95.8;2.1097618071;0.0037199926;1.4525024774;0.0513865326
95.825;2.1097215029;0.0037457628;1.4524886111;0.0517565093
95.85;2.109680292;0.0037688603;1.4524744319;0.0520897503
95.875;2.1096383093;0.0037892822;1.452459986;0.052386184
95.9;2.1095956886;0.003807033;1.4524453195;0.0526458414
95.925;2.1095525626;0.0038221246;1.4524304781;0.0528688551
95.95;2.1095090623;0.003834576;1.452415507;0.0530554572
95.975;2.1094653168;0.0038444133;1.4524004504;0.0532059782
96;2.109421453;0.0038516697;1.4523853522;0.0533208444
96.025;2.109377595;0.0038563847;1.452370255;0.0534005753
96.05;2.1093338639;0.0038586047;1.4523552005;0.0534457811
96.075;2.1092903778;0.0038583822;1.4523402295;0.0534571603
96.1;2.1092472511;0.0038557757;1.4523253813;0.0534354956
96.125;2.1092045942;0.0038508497;1.452310694;0.0533816509
96.15;2.1091625137;0.003843674;1.4522962042;0.0532965681
96.175;2.1091211115;0.0038343237;1.4522819472;0.0531812626
96.2;2.1090804854;0.0038228789;1.4522679566;0.0530368195
96.225;2.1090407278;0.0038094243;1.4522542642;0.0528643896
96.25;2.1090019265;0.0037940489;1.4522409004;0.0526651849
96.275;2.1089641639;0.0037768457;1.4522278936;0.0524404739
96.3;2.1089275172;0.0037579112;1.4522152703;0.0521915772
96.325;2.108892058;0.0037373455;1.4522030553;0.0519198626
96.35;2.1088578523;0.0037152513;1.4521912714;0.0516267403
96.375;2.1088249602;0.003691734;1.4521799392;0.0513136579
96.4;2.1087934363;0.0036669013;1.4521690777;0.0509820951
96.425;2.108763329;0.0036408625;1.4521587036;0.050633559
96.45;2.1087346808;0.0036137286;1.4521488316;0.0502695789
96.475;2.1087075284;0.0035856116;1.4521394742;0.049891701
96.5;2.1086819023;0.0035566241;1.4521306422;0.049501483
96.525;2.1086578272;0.0035268794;1.452122344;0.0491004897
96.55;2.1086353216;0.0034964903;1.4521145861;0.0486902871
96.575;2.1086143983;0.0034655696;1.4521073728;0.0482724378
96.6;2.1085950641;0.0034342293;1.4521007067;0.0478484956
96.625;2.1085773202;0.00340258;1.4520945881;0.047420001
96.65;2.108561162;0.0033707313;1.4520890156;0.0469884761
96.675;2.1085465793;0.0033387906;1.4520839855;0.0465554195
96.7;2.1085335565;0.0033068636;1.4520794927;0.0461223025
96.725;2.1085220728;0.0032750533;1.4520755299;0.0456905639
96.75;2.1085121022;0.00324346;1.4520720883;0.0452616057
96.775;2.1085036137;0.003212181;1.4520691571;0.0448367894
96.8;2.1084965717;0.0031813104;1.4520667242;0.0444174313
96.825;2.1084909358;0.0031509384;1.4520647757;0.0440047992
96.85;2.1084866613;0.0031211517;1.4520632963;0.0436001083
96.875;2.1084836996;0.0030920327;1.4520622691;0.0432045181
96.9;2.108481998;0.0030636596;1.452061676;0.0428191292
96.925;2.1084815001;0.0030361059;1.4520614977;0.0424449798
96.95;2.1084821463;0.0030094407;1.4520617136;0.0420830431
96.975;2.1084838735;0.0029837278;1.4520623021;0.0417342251
97;2.1084866162;0.0029590263;1.4520632405;0.0413993619
97.025;2.1084903058;0.00293539;1.4520645053;0.0410792179
97.05;2.1084948717;0.0029128672;1.4520660721;0.0407744833
97.075;2.1085002412;0.0028915011;1.4520679159;0.0404857735
97.1;2.1085063396;0.002871329;1.4520700111;0.0402136273
97.125;2.1085130909;0.002852383;1.4520723314;0.0399585055
97.15;2.1085204179;0.0028346893;1.4520748502;0.0397207908
97.175;2.1085282425;0.0028182687;1.4520775407;0.0395007869
97.2;2.1085364857;0.002803136;1.4520803756;0.0392987181
97.225;2.1085450685;0.0027893005;1.4520833278;0.0391147296
97.25;2.1085539116;0.002776766;1.4520863699;0.0389488874
97.275;2.1085629359;0.0027655305;1.4520894748;0.0388011795
97.3;2.108572063;0.0027555866;1.4520926152;0.0386715158
97.325;2.1085812149;0.0027469213;1.4520957646;0.0385597296
97.35;2.108590315;0.0027395163;1.4520988964;0.0384655786
97.375;2.1085992876;0.0027333483;1.4521019845;0.038388747
97.4;2.1086080587;0.0027283884;1.4521050035;0.0383288464
97.425;2.108616556;0.0027246032;1.4521079285;0.0382854182
97.45;2.1086247093;0.0027219542;1.4521107353;0.0382579358
97.475;2.1086324503;0.0027203984;1.4521134004;0.038245807
97.5;2.1086397136;0.0027198882;1.4521159013;0.0382483763
97.525;2.108646436;0.002720372;1.4521182161;0.038264928
97.55;2.1086525573;0.0027217941;1.4521203241;0.038294689
97.575;2.1086580203;0.0027240948;1.4521222056;0.038336832
97.6;2.1086627709;0.0027272111;1.4521238421;0.0383904789
97.625;2.1086667584;0.0027310766;1.4521252159;0.038454704
97.65;2.1086699355;0.0027356218;1.4521263109;0.0385285378
97.675;2.1086722586;0.0027407746;1.4521271119;0.0386109706
97.7;2.1086736878;0.0027464602;1.4521276053;0.0387009565
97.725;2.1086741869;0.0027526016;1.4521277785;0.038797417
97.75;2.1086737237;0.00275912;1.4521276205;0.0388992456
97.775;2.1086722701;0.0027659349;1.4521271216;0.0390053114
97.8;2.108669802;0.0027729644;1.4521262733;0.0391144631
97.825;2.1086662993;0.0027801256;1.4521250689;0.0392255341
97.85;2.1086617461;0.002787335;1.4521235028;0.0393373457
97.875;2.1086561309;0.0027945084;1.4521215709;0.0394487122
97.9;2.108649446;0.0028015617;1.4521192708;0.0395584448
97.925;2.1086416882;0.0028084109;1.4521166011;0.0396653556
97.95;2.1086328583;0.0028149724;1.4521135623;0.0397682624
97.975;2.1086229613;0.0028211635;1.4521101559;0.0398659929
98;2.1086120063;0.0028269026;1.4521063851;0.0399573882
